"","","",".y.","group1","group2","n1","n2","statistic","p"
"1",3.02880658436214,4.86986301369863,value,R,U,243,292,c(W = 21197),5.31e-16
"2",1.58568674124359,2.41324774749577,value,R,U,110,223,c(W = 9495),0.000802
"3",0.401545605843302,0.453984859460156,value,R,U,110,223,c(W = 10745),0.0659
"4",0.859809820593385,0.78152297565368,value,R,U,110,223,c(W = 15581),6.01e-05
