Taxon_Id,Species,?,Years (min),Years (max)
1011915,Chenopodium giganteum D. Don,7,2019,2021
1011920,Chenopodium glaucum L.,17,1950,1983
1011930,Chenopodium hircinum Schrad.,7,1950,1950
1011940,Chenopodium hybridum L.,15,1950,2021
1011950,Chenopodium murale L.,5,1950,2015
1011960,Chenopodium opulifolium Schrad.,11,1950,1950
1011970,Chenopodium polyspermum L.,38,1879,2022
1011980,Chenopodium pratericola Rydb.,8,1966,1998
1011990,Chenopodium pumilio R. Br.,3,2020,2021
1012000,Chenopodium rubrum L.,2,1950,1950
1012010,Chenopodium strictum Roth,16,1998,2020
1012030,Chenopodium urbicum L.,4,1950,1966
1012040,Chenopodium vulvaria L.,11,1950,1950
1012090,Chondrilla juncea L.,1,1886,1886
1012180,Cicer arietinum L.,3,1942,1950
1012200,Cicerbita macrophylla (Willd.) Wallr.,1,1998,1998
1012220,Cichorium endivia L.,3,1950,1950
1012230,Cichorium intybus L.,35,1982,2021
1012240,Cicuta virosa L.,1,1973,1973
1012280,Circaea lutetiana L.,54,1961,2022
1012300,Cirsium acaule Scop.,1,1950,1982
1012310,Cirsium arvense (L.) Scop.,148,1982,2022
1012400,Cirsium oleraceum (L.) Scop.,23,1965,2022
1012420,Cirsium palustre (L.) Scop.,3,1982,2011
1012460,Cirsium tuberosum (L.) All.,5,1886,1982
1012470,Cirsium vulgare (Savi) Ten.,40,1982,2022
1012540,Cladium mariscus (L.) Pohl,1,2021,2021
1012550,Claytonia perfoliata Willd.,8,1998,2021
1012590,Clematis integrifolia L.,1,1876,1876
1012600,Clematis recta L.,2,1849,1876
1012620,Clematis vitalba L.,37,1982,2022
1012660,Clinopodium vulgare L.,31,1982,2022
1012810,Colchicum autumnale L.,13,1886,2019
1012880,Colutea arborescens L.,3,1892,1998
1012930,Commelina communis L.,7,1998,2020
1012940,Conium maculatum L.,7,1876,1998
1012960,Conringia orientalis (L.) Dumort.,9,1950,1966
1012970,Consolida ajacis (L.) Schur,9,1950,2020
1012990,Consolida regalis Gray,10,1950,2022
1013020,Convallaria majalis L.,28,1982,2022
1013030,Convolvulus arvensis L.,41,1982,2022
1013060,Conyza bonariensis (L.) Cronquist,3,1998,1998
1013070,Conyza canadensis (L.) Cronquist,58,1982,2022
1013080,Conyza sumatrensis (Retz.) E. Walker,22,1983,2022
1013110,Coriandrum sativum L.,9,1876,1950
1013140,Cornus mas L.,14,1998,2021
1013160,Cornus sanguinea L.,47,1965,2022
1013170,Cornus sericea L.,63,1998,2022
1013180,Coronilla coronata L.,1,2020,2020
1013220,Coronopus didymus (L.) Sm.,28,1877,2019
1013230,Coronopus squamatus (Forssk.) Asch.,6,1950,1998
1013240,Corrigiola litoralis L.,1,1892,1892
1013270,Corydalis alba (Mill.) Mansf.,9,1876,1998
1013280,Corydalis cava (L.) Schweigg. & Körte,48,1877,2022
1013300,Corydalis lutea (L.) DC.,53,1833,2022
1013310,Corydalis solida (L.) Clairv.,5,1998,2016
1013320,Corylus avellana L.,54,1879,2022
1013360,Cosmos bipinnatus Cav.,2,1995,2020
1013370,Cotinus coggygria Scop.,3,1998,1998
1013400,Cotoneaster bullatus Bois,6,1998,1998
1013410,Cotoneaster dammeri C. K. Schneid.,19,1998,2016
1013420,Cotoneaster dielsianus E. Pritz.,3,1998,1998
1013430,Cotoneaster divaricatus Rehder & E. H. Wilson,23,1998,1998
1013440,Cotoneaster horizontalis Decne.,26,1998,2016
1013460,Cotoneaster integrifolius (Roxb.) G. Klotz,8,1998,1998
1013490,Cotoneaster salicifolius Franch.,23,1998,1998
1013560,Crataegus laevigata (Poir.) DC.,20,1876,2022
1013590,Crataegus monogyna Jacq.,5,1876,2022
1013580,Crataegus monogyna aggr.,38,1876,2022
1013640,Crepis biennis L.,29,1886,2022
1013660,Crepis capillaris Wallr.,40,1876,2022
1013680,Crepis foetida L.,47,1950,2021
1013685,Crepis foetida L. subsp. foetida,2,2018,2018
1013750,Crepis nicaeensis Pers.,3,1950,1998
1013760,Crepis paludosa (L.) Moench,3,1982,2019
1013770,Crepis praemorsa (L.) Walther,4,1950,1982
1013780,Crepis pulchra L.,7,1876,2020
1013820,Crepis setosa Haller f.,5,1950,2015
1013830,Crepis tectorum L.,1,1982,2020
1013850,Crepis vesicaria L.,13,1982,2021
1013870,Crepis vesicaria subsp. taraxacifolia (Thuill.) Thell.,13,1982,2021
1013880,Crocus albiflorus Kit.,1,2022,2022
1013900,Crocus chrysanthus (Herb.) Herb.,1,2011,2011
1013930,Crocus tommasinianus Herb.,30,1998,2022
1013960,Cruciata glabra (L.) Ehrend.,1,1965,1965
1013970,Cruciata laevipes Opiz,10,1950,1998
1013990,Crupina vulgaris Cass.,1,1892,1892
1014010,Cucubalus baccifer L.,1,1892,1892
1014020,Cucumis melo L.,5,1876,2022
1014040,Cucurbita maxima Duchesne,1,1995,1995
1014050,Cucurbita pepo L.,2,1950,1950
1014100,Cuscuta campestris Yunck.,1,2017,2017
1014120,Cuscuta epilinum Weihe,1,1950,1966
1014130,Cuscuta epithymum (L.) L.,4,1950,1982
1014160,Cuscuta europaea L.,1,1950,1950
1014180,Cyclamen coum Mill.,4,1998,2014
1014210,Cydonia oblonga Mill.,2,2017,2021
1014220,Cymbalaria muralis G. Gaertn. & al.,52,1879,2022
1014270,Cynodon dactylon (L.) Pers.,24,1950,2021
1014310,Cynoglossum officinale L.,8,1876,2021
1014320,Cynosurus cristatus L.,41,1884,2022
1014330,Cynosurus echinatus L.,5,1892,1950
1014370,Cyperus esculentus L.,5,1983,1995
1014380,Cyperus flavescens L.,2,1834,1983
1014390,Cyperus fuscus L.,8,1834,2020
1014460,Cypripedium calceolus L.,6,1882,1982
1014520,Cystopteris fragilis (L.) Bernh.,13,1950,2022
1014515,Cystopteris fragilis aggr.,13,1950,2022
1014550,Cytisophyllum sessilifolium (L.) O. Lang,2,1892,1892
1014600,Cytisus scoparius (L.) Link,1,1995,1995
1014610,Dactylis glomerata L.,102,1884,2022
1014650,Dactylis polygama Horv.,14,1950,2022
1014690,Dactylorhiza incarnata (L.) Soó,4,1950,2010
1014700,Dactylorhiza incarnata (L.) Soó subsp. incarnata,3,2008,2010
1014760,Dactylorhiza maculata (L.) Soó,13,1982,2019
1014775,Dactylorhiza maculata subsp. fuchsii (Druce) Hyl.,1,2018,2018
1014800,Dactylorhiza majalis (Rchb.) P. F. Hunt & Summerh.,8,1950,2019
1014840,Dactylorhiza traunsteineri (Rchb.) Soó,2,1950,1982
1014860,Danthonia decumbens (L.) DC.,7,1886,2020
1014900,Daphne mezereum L.,5,1950,1998
1014940,Datura stramonium L.,41,1892,2022
1014950,Daucus carota L.,59,1886,2022
1015040,Deschampsia cespitosa (L.) P. Beauv.,31,1899,2022
1015070,Descurainia sophia (L.) Prantl,6,1950,1998
1015080,Deutzia scabra Thunb.,13,1998,1998
1015100,Dianthus armeria L.,38,1982,2022
1015110,Dianthus barbatus L.,6,1950,2016
1015120,Dianthus carthusianorum L.,16,1950,2021
1015130,Dianthus carthusianorum L. subsp. carthusianorum,11,1950,2015
1015170,Dianthus deltoides L.,9,1870,1998
1015190,Dianthus giganteus d'Urv.,8,1998,1998
1015210,Dianthus gratianopolitanus Vill.,1,1892,1892
1015240,Dianthus plumarius L.,10,1998,1998
1015270,Dianthus seguieri Vill.,1,1892,1892
1015310,Dianthus sylvestris Wulfen,1,2019,2019
1015330,Dictamnus albus L.,3,1892,2022
1015340,Digitalis grandiflora Mill.,2,1950,1998
1015360,Digitalis lutea L.,3,1950,1998
1015370,Digitalis purpurea L.,16,1998,1998
1015380,Digitaria ischaemum (Schreb.) Muhl.,4,2020,2022
1015377,Digitaria ischaemum aggr.,33,1982,2022
1015390,Digitaria sanguinalis (L.) Scop.,2,2019,2020
1015385,Digitaria sanguinalis aggr.,36,1834,2020
1015410,Diospyros lotus L.,1,2019,2019
1015480,Diplotaxis erucoides (L.) DC.,8,1904,1950
1015490,Diplotaxis muralis (L.) DC.,26,1876,2018
1015500,Diplotaxis tenuifolia (L.) DC.,52,1876,2022
1015520,Dipsacus fullonum L.,22,1982,2022
1015530,Dipsacus laciniatus L.,15,1950,2021
1015540,Dipsacus pilosus L.,7,1850,2022
1024490,Dittrichia graveolens (L.) Greuter,1,1917,1917
1024560,Dittrichia viscosa (L.) Greuter,1,2020,2020
1015610,Doronicum pardalianches L.,3,1849,1998
1015670,Draba aizoides L.,1,2022,2022
1015870,Dryopteris affinis (Lowe) Fraser-Jenk.,3,1998,2022
1015880,Dryopteris affinis subsp. borreri (Newman) Fraser-Jenk.,3,1998,2022
1015910,Dryopteris carthusiana (Vill.) H. P. Fuchs,4,1965,2022
1015930,Dryopteris dilatata (Hoffm.) A. Gray,2,1982,1998
1015925,Dryopteris dilatata aggr.,3,1982,1998
1015940,Dryopteris expansa (C. Presl) Fraser-Jenk. & Jermy,1,1998,1998
1015950,Dryopteris filix-mas (L.) Schott,52,1965,2022
1016000,Duchesnea indica (Andrews) Focke,49,1982,2022
1016030,Echinochloa crus-galli (L.) P. Beauv.,33,1892,2022
1016080,Echinops sphaerocephalus L.,6,1950,1998
1016100,Echium italicum L.,1,2020,2020
1016110,Echium plantagineum L.,3,1920,2020
1016120,Echium vulgare L.,33,1982,2022
1016220,Eleocharis acicularis (L.) Roem. & Schult.,4,1885,1966
1016240,Eleocharis austriaca Hayek,3,1950,1994
1016300,Eleocharis palustris (L.) Roem. & Schult.,6,1950,2019
1016310,Eleocharis palustris aggr.,14,1950,2019
1016320,Eleocharis quinqueflora (Hartmann) O. Schwarz,1,1950,1950
1016330,Eleocharis uniglumis (Link) Schult.,5,1950,1998
1016340,Eleusine indica (L.) Gaertn.,12,1950,2021
1016360,Elodea canadensis Michx.,24,1876,2022
1016380,Elodea nuttallii (Planch.) H. St. John,282,1987,2020
1016400,Elymus caninus (L.) L.,29,1876,2022
1016450,Elymus repens (L.) Gould,41,1876,2021
1016540,Epilobium angustifolium L.,19,1982,2020
1016550,Epilobium ciliatum Raf.,30,1998,1998
1016560,Epilobium collinum C. C. Gmel.,15,1998,2022
1016570,Epilobium dodonaei Vill.,39,1876,2022
1016590,Epilobium fleischeri Hochst.,1,1966,1998
1016600,Epilobium hirsutum L.,39,1972,2021
1016620,Epilobium montanum L.,37,1965,2015
1016640,Epilobium obscurum Schreb.,13,1982,1998
1016650,Epilobium palustre L.,1,1982,1983
1016660,Epilobium parviflorum Schreb.,31,1972,2022
1016670,Epilobium roseum Schreb.,27,1972,2016
1016680,Epilobium tetragonum L.,28,1982,2022
1016690,Epilobium tetragonum L. subsp. tetragonum,27,1982,2022
1016710,Epimedium alpinum L.,17,1876,1998
1016720,Epimedium pinnatum Fisch.,17,1998,1998
1016740,Epipactis atrorubens Besser,1,1950,1982
1016770,Epipactis helleborine (L.) Crantz,5,1999,2021
1016780,Epipactis helleborine aggr.,14,1950,2021
1016810,Epipactis microphylla (Ehrh.) Sw.,2,2022,2022
1016830,Epipactis muelleri Godfery,2,1996,1999
1016840,Epipactis palustris (L.) Crantz,20,1950,2019
1016870,Epipactis purpurata Sm.,10,1914,2020
1016910,Epipogium aphyllum Sw.,1,1879,1879
1016920,Equisetum arvense L.,40,1877,2022
1016930,Equisetum fluviatile L.,3,1973,1998
1016940,Equisetum hyemale L.,5,1892,1998
1016950,Equisetum palustre L.,16,1950,2019
1016990,Equisetum telmateia Ehrh.,18,1982,2022
1017000,Equisetum variegatum Schleich.,10,1876,2022
1017030,Equisetum ×trachyodon A. Braun,2,1945,1988
1017100,Eragrostis cilianensis (All.) Janch.,10,1916,2015
1017260,Eragrostis mexicana (Hornem.) Link,1,1907,1907
1017270,Eragrostis minor Host,60,1874,2022
1017280,Eragrostis multicaulis Steud.,8,1905,2021
1017320,Eragrostis pilosa (L.) P. Beauv.,66,1859,2020
1017340,Eragrostis tef (Zuccagni) Trotter,2,1902,1902
1017380,Eranthis hyemalis (L.) Salisb.,37,1851,2021
1017430,Erica vagans L.,1,1944,1944
1017440,Erigeron acris L.,31,1950,2021
1017510,Erigeron annuus (L.) Desf.,758,1982,2022
1017520,Erigeron annuus (L.) Desf. subsp. annuus,38,1995,2012
1017530,Erigeron annuus subsp. septentrionalis (Fernald & Wiegand) Wagenitz,17,1998,2000
1017580,Erigeron karvinskianus DC.,34,1998,2022
1017620,Erinus alpinus L.,1,2001,2001
1017640,Eriophorum angustifolium Honck.,1,1950,1982
1017650,Eriophorum gracile Roth,1,1950,1982
1017660,Eriophorum latifolium Hoppe,9,1950,2019
1017710,Erodium cicutarium (L.) L'Hér.,20,1834,2021
1017740,Erodium moschatum (L.) L'Hér.,1,1950,1950
1017770,Erophila praecox (Steven) DC.,33,1998,2020
1017790,Erophila verna (L.) DC.,2,2022,2022
1017800,Erophila verna aggr.,64,1982,2022
1017810,Eruca sativa Mill.,12,1950,2020
1017820,Erucastrum gallicum (Willd.) O. E. Schulz,21,1982,2017
1017830,Erucastrum nasturtiifolium (Poir.) O. E. Schulz,5,1950,1983
1017870,Eryngium campestre L.,1,1892,1892
1017880,Eryngium giganteum M. Bieb.,1,2020,2020
1017890,Erysimum cheiranthoides L.,28,1982,2021
1017900,Erysimum cheiri (L.) Crantz,6,1998,1998
1017970,Erysimum repandum L.,8,1950,2021
1018010,Erysimum virgatum Roth,1,1876,1876
1018040,Eschscholzia californica Cham.,8,1998,2022
1018050,Euclidium syriacum (L.) R. Br.,1,1937,1937
1018060,Euonymus europaeus L.,18,1982,2022
1018090,Euonymus latifolius (L.) Mill.,3,1834,1982
1018110,Eupatorium cannabinum L.,28,1982,2022
1018170,Euphorbia cyparissias L.,17,1876,2022
1018190,Euphorbia dulcis L.,9,1886,2022
1018210,Euphorbia esula L.,1,1998,1998
1018220,Euphorbia exigua L.,11,1950,2022
1018230,Euphorbia falcata L.,2,1950,1998
1018260,Euphorbia helioscopia L.,24,1982,2020
1018270,Euphorbia humifusa Willd.,30,1902,2022
1018280,Euphorbia lathyris L.,21,1998,2022
1018300,Euphorbia maculata L.,79,1891,2020
1018295,Euphorbia maculata aggr.,115,1891,2022
1018320,Euphorbia myrsinites L.,1,2020,2020
1018330,Euphorbia nutans Lag.,11,1946,2013
1018340,Euphorbia palustris L.,3,2014,2020
1018350,Euphorbia peplus L.,41,1982,2022
1018360,Euphorbia platyphyllos L.,12,1877,2016
1018370,Euphorbia prostrata Aiton,6,1950,2022
1018480,Euphorbia stricta L.,18,1876,2022
1018500,Euphorbia verrucosa L.,9,1876,1966
1018510,Euphorbia virgata Waldst. & Kit.,7,1876,1998
1018630,Euphrasia nemorosa (Pers.) Wallr.,1,1950,1950
1018700,Euphrasia rostkoviana Hayne,5,1950,2019
1018710,Euphrasia rostkoviana Hayne subsp. rostkoviana,2,2019,2019
1018685,Euphrasia rostkoviana aggr.,5,1950,2019
1018810,Fagopyrum esculentum Moench,13,1950,2022
1018820,Fagopyrum tataricum (L.) Gaertn.,3,1950,1966
1018840,Fagus sylvatica L.,65,1961,2022
1018850,Falcaria vulgaris Bernh.,2,1995,1998
1018860,Fallopia aubertii (L. Henry) Holub,7,1998,2021
1018870,Fallopia convolvulus (L.) Á. Löve,26,1884,2019
1018880,Fallopia dumetorum (L.) Holub,3,1950,1966
1019000,Festuca altissima All.,1,1982,1987
1019020,Festuca arundinacea Schreb.,36,1886,2022
1019030,Festuca arundinacea Schreb. subsp. arundinacea,1,1891,1891
1019070,Festuca brevipila R. Tracey,1,1982,2021
1019110,Festuca filiformis Pourr.,3,1950,1982
1019130,Festuca gigantea (L.) Vill.,35,1961,2022
1019150,Festuca guestfalica Boenn.,3,1950,1950
1019220,Festuca heterophylla Lam.,1,1950,1982
1019330,Festuca ovina L.,7,1887,2021
1019310,Festuca ovina aggr.,35,1887,2021
1019340,Festuca pallens Host,0,1982,1982
1019380,Festuca pratensis Huds.,40,1886,2022
1019390,Festuca pratensis Huds. subsp. pratensis,2,2015,2016
1019480,Festuca rubra L.,12,1892,2022
1019470,Festuca rubra aggr.,63,1886,2022
1019490,Festuca rubra L. subsp. rubra,1,2021,2021
1019630,Festuca valesiaca aggr.,1,1982,2021
1019700,Ficus carica L.,25,1872,2022
1019710,Filago arvensis L.,1,1950,1966
1019750,Filago pyramidata L.,0,1966,1966
1019770,Filipendula ulmaria (L.) Maxim.,37,1982,2022
1019800,Filipendula vulgaris Moench,76,1835,2022
1019820,Foeniculum vulgare Mill.,20,1950,2022
1019860,Forsythia suspensa (Thunb.) Vahl,1,1998,1998
1019880,Forsythia ×intermedia Zabel,4,2021,2021
1019910,Fragaria moschata Duchesne,15,1950,1998
1019920,Fragaria vesca L.,51,1965,2022
1019930,Fragaria viridis Duchesne,2,1998,1998
1019940,Fragaria ×ananassa (Weston) Rozier,3,1998,1998
1019950,Frangula alnus Mill.,6,1982,2011
1019970,Fraxinus excelsior L.,66,1961,2022
1019980,Fraxinus ornus L.,10,1876,2022
1020060,Fumaria capreolata L.,10,1876,2020
1020100,Fumaria officinalis L.,22,1950,2016
1020110,Fumaria officinalis L. subsp. officinalis,15,1950,2016
1020120,Fumaria officinalis subsp. wirtgenii (W. D. J. Koch) Arcang.,7,1950,1998
1020140,Fumaria schleicheri Soy.-Will.,1,2019,2019
1020150,Fumaria vaillantii Loisel.,7,1950,1998
1020220,Gagea villosa (M. Bieb.) Sweet,1,2017,2017
1020230,Galanthus elwesii Hook. f.,3,2020,2022
1020240,Galanthus nivalis L.,34,1876,2022
1020280,Galega officinalis L.,12,1876,2022
1020290,Galeopsis angustifolia Hoffm.,36,1950,2022
1020300,Galeopsis bifida Boenn.,1,1950,1966
1020310,Galeopsis ladanum L.,3,1950,1998
1020350,Galeopsis tetrahit L.,36,1899,2022
1020370,Galinsoga parviflora Cav.,20,1917,2021
1020360,Galinsoga quadriradiata Ruiz & Pav.,48,1917,2022
1020380,Galium album Mill.,31,1989,2021
1020400,Galium aparine L.,36,1982,2022
1020410,Galium aristatum L.,1,1877,1877
1020440,Galium boreale L.,11,1849,1998
1020460,Galium elongatum C. Presl,4,1950,1950
1020470,Galium glaucum L.,1,1900,1966
1020475,Galium laevigatum aggr.,1,1877,1877
1020520,Galium mollugo L.,34,1877,2022
1020510,Galium mollugo aggr.,94,1877,2022
1020560,Galium odoratum (L.) Scop.,49,1899,2022
1020570,Galium palustre L.,11,1950,1998
1020565,Galium palustre aggr.,15,1950,1998
1020580,Galium parisiense L.,9,1950,2021
1020595,Galium pumilum aggr.,2,1950,1982
1020600,Galium pumilum Murray,2,1950,1982
1020620,Galium rotundifolium L.,1,1950,1982
1020630,Galium rubioides L.,1,1849,1849
1020660,Galium spurium L.,4,1950,1950
1020670,Galium sylvaticum L.,2,1886,1982
1020690,Galium tricornutum Dandy,11,1879,1950
1020710,Galium uliginosum L.,2,1950,1982
1020730,Galium verum L.,14,1886,2021
1020740,Galium verum L. subsp. verum,7,1998,2020
1020790,Gaudinia fragilis (L.) P. Beauv.,5,1950,1950
1020840,Genista pilosa L.,2,1998,1998
1020880,Genista tinctoria L.,4,1998,2016
1020940,Gentiana asclepiadea L.,11,1950,2019
1021030,Gentiana ciliata L.,4,1950,1998
1021050,Gentiana cruciata L.,6,1565,1950
1021090,Gentiana germanica Willd.,5,1879,1982
1021170,Gentiana pneumonanthe L.,3,1950,1982
1021240,Gentiana utriculosa L.,1,1940,1940
1021250,Gentiana verna L.,10,1876,2019
1021300,Geranium bohemicum L.,1,1932,1932
1021310,Geranium columbinum L.,11,1982,1998
1021320,Geranium dissectum L.,20,1982,2021
1021340,Geranium endressii J. Gay,7,1998,1998
1021350,Geranium lucidum L.,1,1945,1945
1021360,Geranium macrorrhizum L.,9,1998,1998
1021370,Geranium molle L.,13,1950,2016
1021380,Geranium nodosum L.,11,1876,2022
1021390,Geranium palustre L.,3,1950,2021
1021430,Geranium pratense L.,17,1950,2022
1021440,Geranium pusillum L.,25,1834,2021
1021450,Geranium pyrenaicum Burm. f.,38,1886,2022
1021470,Geranium robertianum L.,97,1961,2022
1021480,Geranium robertianum L. subsp. robertianum,33,1982,2022
1021490,Geranium robertianum subsp. purpureum (Vill.) Nyman,43,1996,2022
1021500,Geranium rotundifolium L.,23,1998,2021
1021510,Geranium sanguineum L.,6,1982,2021
1021520,Geranium sibiricum L.,4,1846,2019
1021530,Geranium sylvaticum L.,4,1950,2019
1021540,Geum montanum L.,2,1893,1965
1021570,Geum rivale L.,7,1950,2015
1021580,Geum urbanum L.,78,1961,2022
1021620,Gladiolus communis L.,1,1950,1950
1012110,Glebionis coronaria (L.) Spach,3,1950,1950
1021680,Glebionis segetum (L.) Fourr.,5,1917,1950
1021690,Glechoma hederacea L.,71,1884,2022
1021700,Glechoma hederacea L. subsp. hederacea,32,1892,2018
1021720,Gleditsia triacanthos L.,1,2022,2022
1021730,Globularia bisnagarica L.,2,1879,1950
1021770,Glyceria fluitans (L.) R. Br.,4,1950,2021
1021765,Glyceria fluitans aggr.,19,1888,2022
1021780,Glyceria maxima (Hartm.) Holmb.,3,1950,1983
1021790,Glyceria notata Chevall.,15,1888,2022
1021800,Glyceria striata (Lam.) Hitchc.,1,1950,1950
1021820,Glycine max (L.) Merr.,2,1998,2020
1021850,Gnaphalium luteoalbum L.,2,1950,2021
1021865,Gnaphalium pensylvanicum Willd.,1,2016,2016
1021880,Gnaphalium sylvaticum L.,2,1950,1982
1021890,Gnaphalium uliginosum L.,3,1950,2016
1021900,Goodyera repens (L.) R. Br.,7,1879,1982
1021920,Gratiola officinalis L.,22,1850,1950
1021930,Groenlandia densa (L.) Fourr.,7,1950,1998
1021940,Guizotia abyssinica (L. f.) Cass.,14,1950,2020
1021950,Gymnadenia conopsea (L.) R. Br.,16,1886,2019
1021970,Gymnadenia odoratissima (L.) Rich.,15,1950,2019
1021980,Gymnocarpium dryopteris (L.) Newman,1,1982,2012
1021990,Gymnocarpium robertianum (Hoffm.) Newman,18,1950,2022
1022000,Gypsophila muralis L.,1,1950,1950
1022020,Gypsophila repens L.,7,1950,2022
1022100,Hedera helix L.,68,1899,2022
1022180,Helianthemum nummularium (L.) Mill.,7,1876,2020
1022220,Helianthemum nummularium subsp. obscurum (Čelak.) Holub,6,1950,2020
1022230,Helianthemum nummularium subsp. tomentosum (Scop.) Schinz & Thell.,1,1876,1876
1022260,Helianthus annuus L.,9,1950,2022
1022270,Helianthus decapetalus L.,20,1998,1998
1022310,Helianthus tuberosus L.,5,2018,2020
1022305,Helianthus tuberosus aggr.,44,1892,2022
1022379,Helictotrichon pratense aggr.,8,1886,1982
1022390,Helictotrichon pubescens (Huds.) Pilg.,23,1880,2022
1022470,Heliotropium europaeum L.,7,1876,1950
1022480,Helleborus foetidus L.,9,1998,1998
1022520,Helleborus orientalis Lam.,25,1998,2022
1022530,Helleborus viridis L.,5,1876,1998
1022540,Hemerocallis fulva (L.) L.,22,1982,2014
1022550,Hemerocallis lilioasphodelus L.,9,1885,1998
1022560,Hepatica nobilis Schreb.,10,1998,2019
1022580,Heracleum mantegazzianum Sommier & Levier,193,1998,2020
1022590,Heracleum sphondylium L.,55,1886,2022
1022600,Heracleum sphondylium L. subsp. sphondylium,30,1982,2022
1022640,Herminium monorchis (L.) R. Br.,5,1851,1982
1022670,Herniaria glabra L.,51,1849,2022
1022680,Herniaria hirsuta L.,45,1950,2022
1022700,Hesperis matronalis L.,15,1892,2021
1022760,Hibiscus syriacus L.,3,1998,2020
1022770,Hibiscus trionum L.,13,1950,2020
1022820,Hieracium aurantiacum L.,19,1998,2018
1022830,Hieracium bauhinii Schult.,20,1993,2022
1022840,Hieracium bifidum aggr.,0,1982,1982
1022870,Hieracium caesium aggr.,1,1882,1882
1022880,Hieracium caespitosum Dumort.,2,1950,1983
1022900,Hieracium cymosum L.,1,2022,2022
1022940,Hieracium glaucinum aggr.,21,1993,2021
1023030,Hieracium lachenalii C. C. Gmel.,26,1982,2018
1023040,Hieracium lactucella Wallr.,4,1950,1998
1023110,Hieracium murorum aggr.,43,1965,2022
1023160,Hieracium pictum Pers.,1,2021,2021
1023200,Hieracium pilosella L.,35,1879,2022
1023210,Hieracium piloselloides Vill.,26,1982,2020
1023320,Hieracium sabaudum aggr.,12,1950,2018
1023500,Hieracium villosum Jacq.,2,2022,2022
1023490,Hieracium villosum aggr.,2,2022,2022
1023580,Hippocrepis comosa L.,9,1950,2021
1023590,Hippocrepis emerus (L.) Lassen,2,2015,2015
1023600,Hippophaë rhamnoides L.,7,1998,2020
1023610,Hippuris vulgaris L.,6,1973,1998
1023620,Hirschfeldia incana (L.) Lagr.-Foss.,13,1950,2021
1023630,Holcus lanatus L.,64,1884,2022
1023640,Holcus mollis L.,8,1876,1998
1023700,Hordeum distichon L.,1,1890,1982
1023710,Hordeum jubatum L.,3,1876,1995
1023720,Hordeum murinum L.,44,1876,2022
1023730,Hordeum murinum L. subsp. murinum,30,1876,2019
1023740,Hordeum murinum subsp. leporinum (Link) Arcang.,6,1950,2021
1023770,Hordeum vulgare L.,3,1876,1998
1023780,Hordeum vulgare L. subsp. vulgare,1,1998,1998
1023760,Hordeum vulgare aggr.,5,1876,2021
1023790,Hordeum vulgare subsp. hexastichon (L.) Čelak.,2,1876,1876
1023830,Hottonia palustris L.,3,2019,2022
1023850,Humulus lupulus L.,11,1950,2022
1023870,Hyacinthoides hispanica (Mill.) Rothm.,9,1998,1998
1023880,Hyacinthoides non-scripta (L.) Rothm.,20,1998,2021
1023980,Hyoscyamus niger L.,10,1950,2020
1023990,Hypericum androsaemum L.,17,1877,2022
1024000,Hypericum calycinum L.,11,1850,1998
1024030,Hypericum hircinum L.,3,1876,1892
1024040,Hypericum hirsutum L.,7,1950,1998
1024050,Hypericum humifusum L.,2,1950,1998
1024060,Hypericum maculatum Crantz,1,2022,2022
1024100,Hypericum montanum L.,3,1950,1998
1024130,Hypericum perforatum L.,52,1950,2022
1024140,Hypericum perforatum L. subsp. perforatum,33,1982,2018
1024150,Hypericum perforatum subsp. veronense (Schrank) Ces.,5,1950,1998
1024180,Hypericum tetrapterum Fr.,10,1982,2022
1024190,Hypericum ×desetangsii Lamotte,18,1998,1998
1024210,Hypochaeris glabra L.,1,1998,1998
1024220,Hypochaeris maculata L.,2,2014,2015
1024230,Hypochaeris radicata L.,36,1886,2022
1024260,Hyssopus officinalis L.,10,1892,2021
1024310,Iberis amara L.,11,1876,2020
1024330,Iberis pinnata L.,3,1950,1966
1024350,Iberis sempervirens L.,9,1876,2021
1024360,Iberis umbellata L.,22,1998,2020
1024370,Ilex aquifolium L.,48,1965,2022
1024390,Impatiens balfourii Hook. f.,3,1950,1998
1024410,Impatiens glandulifera Royle,28,1892,2016
1024420,Impatiens noli-tangere L.,12,1950,2022
1024430,Impatiens parviflora DC.,33,1892,2022
1024470,Inula conyzae (Griess.) Meikle,8,1886,2020
1024500,Inula helenium L.,2,1950,2015
1024540,Inula salicina L.,6,1877,1998
1024580,Ipomoea purpurea (L.) Roth,2,2020,2020
1024610,Iris foetidissima L.,2,2017,2017
1024650,Iris pseudacorus L.,36,1972,2022
1024670,Iris sibirica L.,11,1768,2014
1024700,Iris ×germanica L.,1,1876,1876
1024730,Isatis tinctoria L.,30,1876,2021
1024780,Isopyrum thalictroides L.,1,1998,1998
1024810,Jasione montana L.,1,1950,1950
1024830,Jasminum nudiflorum Lindl.,1,1877,1877
1024880,Juglans regia L.,32,1982,2022
1024890,Juncus acutiflorus Hoffm.,3,1950,1998
1024900,Juncus alpinoarticulatus Chaix,5,1904,1982
1024930,Juncus articulatus L.,22,1972,2021
1024925,Juncus articulatus aggr.,27,1904,2021
1024940,Juncus bufonius L.,5,1950,2012
1024950,Juncus bulbosus L.,1,1768,1768
1024980,Juncus compressus Jacq.,7,1950,1998
1024990,Juncus conglomeratus L.,2,1982,1998
1025000,Juncus effusus L.,15,1972,2022
