"","","",".y.","group1","group2","n1","n2","statistic","p"
"1",0.641523674901073,0.586150345095306,value,B.lapidarius,B.pascuorum,441,437,c(W = 107962),0.00199
"2",3.54198836872747,2.99198262532211,value,B.lapidarius,B.pascuorum,441,437,c(W = 111339),6.58e-05
"3",0.332418155331041,0.27414927010229,value,B.lapidarius,B.pascuorum,441,437,c(W = 111044),9.29e-05
"4",0.390548490415256,0.377068937740056,value,B.lapidarius,B.pascuorum,441,437,c(W = 105178),0.0188
