City,Family,Genus,Sp2,Sp.merge,native_exotic,pollination_mode,Flowering_months_duration,start_flowering,growth_form_category,plant_height_m,inflorescence,structural_blossom_class,symmetry,nectar,pollen,oil
Pa,Caprifoliaceae,Abelia,chinensis,Abelia chinensis,E,biotic,4,6,shrub,2,1,bell_trumpet,actinomorph,1,1,0
Pa,Caprifoliaceae,Abelia,parvifolia,Abelia parvifolia,E,biotic,6,6,shrub,1.75,1,bell_trumpet,actinomorph,1,1,0
Zu,Caprifoliaceae,Abelia,sp.,Abelia sp.,E,biotic,NA,NA,shrub,NA,NA,bell_trumpet,actinomorph,1,1,0
Pa,Caprifoliaceae,Abelia,triflora,Abelia triflora,E,biotic,6,6,shrub/tree,3.25,1,bell_trumpet,actinomorph,1,1,0
Zu,Caprifoliaceae,Abelia,x grandiflora,Abelia x grandiflora,E,biotic,5,6,shrub,0.9,1,bell_trumpet,actinomorph,1,1,0
Zu,Malvaceae,Abelmoschus,esculentus,Abelmoschus esculentus,E,biotic,2,6,herb,2,0,bell_trumpet,actinomorph,1,1,0
Pa,Malvaceae,Abelmoschus,moschatus,Abelmoschus moschatus,E,biotic,3,7,herb,0.5,0,bell_trumpet,actinomorph,1,1,0
Tartu,Pinaceae,Abies,lasiocarpa,Abies lasiocarpa,E,abiotic,2,4,tree,20,NA,NA,NA,NA,NA,NA
Pa,Malvaceae,Abutilon,megapotamicum,Abutilon megapotamicum,E,biotic,7,4,shrub,2,0,bell_trumpet,actinomorph,1,NA,0
Zu,Malvaceae,Abutilon,theophrasti,Abutilon theophrasti,E,biotic,3,8,herb,1.7,0,dish_bowl,actinomorph,1,NA,0
Zu,Fabaceae,Acacia,melanoxylon,Acacia melanoxylon,E,biotic,1,4,tree,13,1,brush,no_symmetry,1,1,0
Zu,Acanthaceae,Acanthus,hungaricus,Acanthus hungaricus,N,biotic,2,7,herb,1,1,gullet,sigomorph,1,1,0
Pa,Acanthaceae,Acanthus,mollis,Acanthus mollis,N,biotic,2,7,herb,2,1,gullet,sigomorph,1,1,0
Pa,Acanthaceae,Acanthus,spinosus,Acanthus spinosus,N,biotic,2,7,herb,1.5,1,gullet,sigomorph,1,1,0
Pa,Myrtaceae,Acca,sellowiana,Acca sellowiana,E,abiotic,NA,NA,shrub/tree,4,0,brush,no_symmetry,0,1,0
Zu,Sapindaceae,Acer,campestre,Acer campestre,N,mostly_without_flowers,1,5,tree,25,1,dish_bowl,actinomorph,1,1,0
Paris,Sapindaceae,Acer,macrophyllum,Acer macrophyllum,E,mostly_without_flowers,2,4,tree,17.5,1,dish_bowl,actinomorph,1,1,0
Zurich,Sapindaceae,Acer,palmatum,Acer palmatum,E,mostly_without_flowers,2,5,tree,8,1,dish_bowl,actinomorph,1,1,0
Zu,Sapindaceae,Acer,platanoides,Acer platanoides,N,mostly_without_flowers,1,4,tree,30,1,dish_bowl,actinomorph,1,1,0
Zu,Sapindaceae,Acer,pseudoplatanus,Acer pseudoplatanus,N,mostly_without_flowers,2,4,tree,40,1,dish_bowl,actinomorph,1,1,0
Zu,Sapindaceae,Acer,saccharinum,Acer saccharinum,E,mostly_without_flowers,2,3,tree,20,1,dish_bowl,actinomorph,1,1,0
Zu,Sapindaceae,Acer,tataricum,Acer tataricum,N,mostly_without_flowers,2,4,shrub/tree,5,1,dish_bowl,actinomorph,1,1,0
Zurich,Sapindaceae,Acer,velutinum,Acer velutinum,E,mostly_without_flowers,1,4,tree,40,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Achillea,ageratum,Achillea ageratum,N,biotic,3,7,herb,0.6,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Achillea,alpina,Achillea alpina,N,biotic,2,7,herb,0.8,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Achillea,atrata,Achillea atrata,N,biotic,3,7,herb,0.15,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Achillea,clypeolata,Achillea clypeolata,N,biotic,2,6,herb,0.5,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Achillea,filipendulina,Achillea filipendulina,E,biotic,3,7,herb,1.9,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Achillea,ligustica,Achillea ligustica,N,biotic,4,,herb,0.6,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Achillea,millefolium,Achillea millefolium,N,biotic,5,6,herb,1.2,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Achillea,odorata,Achillea odorata,N,biotic,3,7,herb,,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Achillea,ptarmica,Achillea ptarmica,N,biotic,2,7,herb,1.5,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Achillea,ptarmicifolia,Achillea ptarmicifolia,N,biotic,NA,NA,herb,0.6,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Achillea,tomentosa,Achillea tomentosa,N,biotic,3,6,herb,0.15,1,dish_bowl,actinomorph,1,1,0
Zu,Lamiaceae,Acinos,arvensis,Acinos arvensis,N,biotic,4,6,herb,0.4,1,gullet,sigomorph,1,1,0
Pa,Ranunculaceae,Aconitum,ferox,Aconitum ferox,E,biotic,2,8,herb,1,1,dish_bowl,actinomorph,1,1,0
Pa,Ranunculaceae,Aconitum,lycoctonum,Aconitum lycoctonum,N,biotic,3,6,herb,1,1,dish_bowl,actinomorph,1,1,0
Zu,Ranunculaceae,Aconitum,napellus,Aconitum napellus,N,biotic,3,6,herb,1,1,dish_bowl,actinomorph,1,1,0
Zu,Ranunculaceae,Aconitum,vulparia,Aconitum vulparia,N,biotic,2,8,herb,1.2,1,dish_bowl,actinomorph,1,1,0
Zu,Ranunculaceae,Aconitum,x platanifolium,Aconitum x platanifolium,E,biotic,NA,NA,herb,1,1,dish_bowl,actinomorph,1,1,0
Zu,Campanulaceae,Adenophora,liliifolia,Adenophora liliifolia,E,biotic,1,7,herb,1,1,bell_trumpet,actinomorph,1,1,0
Zu,Asteraceae,Adenostyles,glabra,Adenostyles glabra,N,biotic,2,7,herb,0.55,1,brush,no_symmetry,NA,NA,NA
Zu,Ranunculaceae,Adonis,aestivalis,Adonis aestivalis,N,biotic,3,5,herb,0.3,0,dish_bowl,actinomorph,NA,NA,NA
Zu,Ranunculaceae,Adonis,amurensis,Adonis amurensis,E,biotic,3,2,herb,0.25,0,dish_bowl,actinomorph,NA,NA,NA
Pa,Ranunculaceae,Adonis,annua,Adonis annua,N,biotic,4,6,herb,0.35,0,dish_bowl,actinomorph,NA,NA,NA
Zu,Ranunculaceae,Adonis,vernalis,Adonis vernalis,N,biotic,2,4,herb,0.25,0,dish_bowl,actinomorph,NA,NA,NA
Ta,Lamiaceae,Aegiphila,bogotensis,Aegiphila bogotensis,E,biotic,NA,NA,tree,7,1,stalk_disk,actinomorph,NA,NA,NA
Zu,Apiaceae,Aegopodium,podagraria,Aegopodium podagraria,N,biotic,5,5,herb,1,1,dish_bowl,actinomorph,1,1,0
Pa,NA,Aerobium,sp.,Aerobium sp.,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
Antwerp,Sapindaceae,Aesculus,glabra,Aesculus glabra,E,biotic,2,4,tree,1.5,1,flag,sigomorph,1,1,0
Zu,Hippocastanaceae,Aesculus,hippocastanum,Aesculus hippocastanum,N,biotic,2,4,tree,30,1,flag,sigomorph,1,1,0
Pa,Hippocastanaceae,Aesculus,parviflora,Aesculus parviflora,E,biotic,2,7,tree,4,1,flag,sigomorph,1,1,0
Zu,Hippocastanaceae,Aesculus,pavia,Aesculus pavia,E,biotic,1,6,shrub/tree,0.45,1,flag,sigomorph,1,1,0
Zu,Hippocastanaceae,Aesculus,x carnea,Aesculus x carnea,E,biotic,1,5,tree,9,1,flag,sigomorph,1,1,0
Pa,Brassicaceae,Aethionema,grandiflorum,Aethionema grandiflorum,E,biotic,NA,NA,herb,0.35,1,dish_bowl,actinomorph,1,1,0
Ta,Apiaceae,Aethusa,cynapium,Aethusa cynapium,N,biotic,5,6,herb,1,1,dish_bowl,actinomorph,1,1,0
Pa,Amaryllidaceae,Agapanthus,africanus,Agapanthus africanus,E,biotic,2,7,herb,0.6,1,bell_trumpet,actinomorph,1,1,0
Zu,Amaryllidaceae,Agapanthus,praecox,Agapanthus praecox,E,biotic,3,7,herb,1,1,bell_trumpet,actinomorph,1,1,0
Pa,Lamiaceae,Agastache,rupestris,Agastache rupestris,E,biotic,3,7,herb,0.7,1,tube,actinomorph,1,1,0
Pa,Asparagaceae,Agave,parryi,Agave parryi,E,mostly_without_flowers,NA,NA,herb,0.5,1,NA,,NA,NA,NA
Zu,Asteraceae,Ageratina,altissima,Ageratina altissima,E,biotic,4,7,herb,1.2,1,brush,no_symmetry,1,1,0
Zu,Asteraceae,Ageratum,houstonianum,Ageratum houstonianum,E,biotic,4,7,herb,0.9,1,brush,no_symmetry,1,1,0
Zu,Rosaceae,Agrimonia,eupatoria,Agrimonia eupatoria,E,biotic,4,6,herb,1.5,1,dish_bowl,actinomorph,1,1,0
Pa,Rosaceae,Agrimonia,procera,Agrimonia procera,N,biotic,3,6,herb,1.15,1,dish_bowl,actinomorph,1,1,0
Zu,Caryophyllaceae,Agrostemma,githago,Agrostemma githago,N,biotic,2,6,herb,0.8,0,stalk_disk,actinomorph,1,1,0
Zu,Simaroubaceae,Ailanthus,altissima,Ailanthus altissima,E,biotic,2,6,tree,30,1,dish_bowl,actinomorph,1,1,0
Pa,Lamiaceae,Ajuga,chamaepitys,Ajuga chamaepitys,N,biotic,5,5,herb,0.25,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Ajuga,genevensis,Ajuga genevensis,N,biotic,3,4,herb,0.2,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Ajuga,pyramidalis,Ajuga pyramidalis,N,biotic,4,5,herb,0.13,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Ajuga,reptans,Ajuga reptans,N,biotic,4,4,herb,0.3,1,gullet,sigomorph,1,1,0
Zu,Malvaceae,Alcea,rosea,Alcea rosea,E,biotic,5,6,herb,3,1,bell_trumpet,actinomorph,1,1,0
Zu,Rosaceae,Alchemilla,conjuncta,Alchemilla conjuncta,N,biotic,4,6,herb,0.2,1,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Alchemilla,glabra,Alchemilla glabra,N,biotic,6,5,herb,0.3,1,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Alchemilla,mollis,Alchemilla mollis,N,biotic,3,6,herb,0.8,1,dish_bowl,actinomorph,1,1,0
Pa,Rosaceae,Alchemilla,monticola,Alchemilla monticola,N,biotic,6,5,herb,0.18,1,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Alchemilla,sp.,Alchemilla sp.,NA,biotic,NA,NA,herb,NA,NA,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Alchemilla,speciosa,Alchemilla speciosa,N,biotic,3,6,herb,0.3,1,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Alchemilla,vulgaris,Alchemilla vulgaris,N,biotic,3,5,herb,0.5,1,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Alchemilla,xanthochlora,Alchemilla xanthochlora,N,biotic,6,5,herb,0.3,1,dish_bowl,actinomorph,1,1,0
Zu,Droseraceae,Aldrovanda,vesiculosa,Aldrovanda vesiculosa,N,biotic,2,7,herb,0.2,1,dish_bowl,actinomorph,1,1,0
Zu,Alismataceae,Alisma,lanceolatum,Alisma lanceolatum,N,biotic,2,6,herb,0.35,0,dish_bowl,actinomorph,1,1,0
Zu,Alismataceae,Alisma,plantago-aquatica,Alisma plantago-aquatica,N,biotic,3,6,herb,1,0,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Alliaria,petiolata,Alliaria petiolata,N,biotic,3,4,herb,1.2,1,dish_bowl,actinomorph,1,1,0
Zurich,Amaryllidaceae,Allium,ampeloprasum,Allium ampeloprasum,N,biotic,2,5,herb,0.5,1,dish_bowl,actinomorph,1,1,0
Zu,Amaryllidaceae,Allium,angulosum,Allium angulosum,N,biotic,2,7,herb,0.5,1,dish_bowl,actinomorph,1,1,0
Zu,Amaryllidaceae,Allium,carinatum,Allium carinatum,N,biotic,2,7,herb,0.6,1,dish_bowl,actinomorph,1,1,0
Tartu,Amaryllidaceae,Allium,cepa,Allium cepa,E,biotic,2,6,herb,0.6,1,dish_bowl,actinomorph,1,1,0
Pa,Amaryllidaceae,Allium,cernuum,Allium cernuum,E,biotic,2,7,herb,0.4,1,dish_bowl,actinomorph,1,1,0
Zurich,Amaryllidaceae,Allium,chamaespathum,Allium chamaespathum,N,biotic,2,5,herb,0.75,1,dish_bowl,actinomorph,1,1,0
Zu,Amaryllidaceae,Allium,cristophii,Allium cristophii,E,biotic,2,6,herb,0.4,1,dish_bowl,actinomorph,1,1,0
Zu,Amaryllidaceae,Allium,giganteum,Allium giganteum,E,biotic,2,7,herb,1.2,1,dish_bowl,actinomorph,1,1,0
Zu,Amaryllidaceae,Allium,mairei,Allium mairei,E,biotic,NA,NA,herb,0.4,1,dish_bowl,actinomorph,1,1,0
Pa,Amaryllidaceae,Allium,marschalianum,Allium marschalianum,E,biotic,NA,NA,herb,,1,dish_bowl,actinomorph,1,1,0
Pa,Amaryllidaceae,Allium,moly,Allium moly,N,biotic,2,5,herb,0.3,1,dish_bowl,actinomorph,1,1,0
Zu,Amaryllidaceae,Allium,nigrum,Allium nigrum,E,biotic,2,6,herb,0.6,1,dish_bowl,actinomorph,1,1,0
Ta,Amaryllidaceae,Allium,oleraceum,Allium oleraceum,N,biotic,2,7,herb,0.45,1,dish_bowl,actinomorph,1,1,0
Pa,Amaryllidaceae,Allium,sativum,Allium sativum,N,biotic,2,7,herb,1,1,dish_bowl,actinomorph,1,1,0
Zu,Amaryllidaceae,Allium,schoenoprasum,Allium schoenoprasum,N,biotic,4,5,herb,0.5,1,dish_bowl,actinomorph,1,1,0
Pa,Amaryllidaceae,Allium,sp.,Allium sp.,NA,biotic,NA,NA,herb,NA,NA,dish_bowl,actinomorph,1,1,0
Zu,Amaryllidaceae,Allium,sphaerocephalon,Allium sphaerocephalon,N,biotic,2,6,herb,0.75,1,dish_bowl,actinomorph,1,1,0
Pa,Amaryllidaceae,Allium,tuberosum,Allium tuberosum,E,biotic,2,8,herb,0.5,1,dish_bowl,actinomorph,1,1,0
Zu,Amaryllidaceae,Allium,ursinum,Allium ursinum,N,biotic,2,4,herb,0.5,1,dish_bowl,actinomorph,1,1,0
Zu,Amaryllidaceae,Allium,victorialis,Allium victorialis,N,biotic,2,7,herb,0.45,1,dish_bowl,actinomorph,1,1,0
Pa,Xanthorrhoeaceae,Aloe,aristata,Aloe aristata,E,biotic,NA,NA,herb,0.2,1,tube,actinomorph,1,1,0
Zu,Xanthorrhoeaceae,Aloe,vera,Aloe vera,E,biotic,3,3,shrub,1,1,tube,actinomorph,1,1,0
Zu,Verbenaceae,Aloysia,citriodora,Aloysia citriodora,E,biotic,2,8,herb,1.5,1,stalk_disk,actinomorph,1,1,0
Zu,Verbenaceae,Aloysia,polystachya,Aloysia polystachya,E,biotic,NA,NA,herb,,1,stalk_disk,actinomorph,1,1,0
Pa,Alstroemeriaceae,Alstroemeria,aurea,Alstroemeria aurea,E,biotic,2,6,herb,0.6,0,brush,no_symmetry,1,1,0
Antwerp,Amaranthaceae,Alternanthera,bettzickiana,Alternanthera bettzickiana,E,abiotic,NA,NA,herb,0.13,1,flag,NA,NA,NA,NA
Pa,Amaranthaceae,Alternanthera,sp.,Alternanthera sp.,NA,biotic,NA,NA,herb,NA,NA,NA,,NA,NA,NA
Pa,Malvaceae,Althaea,cannabina,Althaea cannabina,N,biotic,3,7,herb,1.2,0,bell_trumpet,actinomorph,1,1,0
Zu,Malvaceae,Althaea,officinalis,Althaea officinalis,N,biotic,2,5,herb,2,0,bell_trumpet,actinomorph,1,1,0
Pa,Brassicaceae,Alyssum,montanum,Alyssum montanum,N,biotic,3,3,herb,0.2,1,dish_bowl,actinomorph,1,1,0
An,Brassicaceae,Alyssum,murale,Alyssum murale,N,biotic,2,5,herb,0.6,1,dish_bowl,actinomorph,1,1,0
Pa,Amaranthaceae,Amaranthus,albus,Amaranthus albus,N,abiotic,5,6,herb,0.5,1,dish_bowl,actinomorph,NA,NA,NA
Zu,Amaranthaceae,Amaranthus,caudatus,Amaranthus caudatus,N,abiotic,3,7,herb,1,1,dish_bowl,actinomorph,NA,NA,NA
Zu,Amaranthaceae,Amaranthus,hypochondriacus,Amaranthus hypochondriacus,N,abiotic,3,7,herb,1.2,1,dish_bowl,actinomorph,NA,NA,NA
Pa,Amaryllidaceae,Amaryllis,belladonna,Amaryllis belladonna,E,biotic,NA,NA,herb,0.6,1,dish_bowl,actinomorph,0,1,0
Zu,Rosaceae,Amelanchier,canadensis,Amelanchier canadensis,E,biotic,2,4,shrub/tree,8,1,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Amelanchier,ovalis,Amelanchier ovalis,N,biotic,2,4,shrub,3,1,dish_bowl,actinomorph,1,1,0
Pa,Apiaceae,Ammi,majus,Ammi majus,E,biotic,4,6,herb,0.65,1,dish_bowl,actinomorph,1,1,0
Zu,Apiaceae,Ammi,visnaga,Ammi visnaga,N,biotic,1,7,herb,0.8,1,dish_bowl,actinomorph,1,1,0
Pa,Fabaceae,Amorpha,ouachitensis,Amorpha ouachitensis,E,biotic,NA,NA,shrub,1.4,1,tube,no_symmetry,0,1,0
An,Apocynaceae,Amsonia,orientalis,Amsonia orientalis,E,biotic,3,6,herb,0.45,1,stalk_disk,actinomorph,0,1,0
Pa,Apocynaceae,Amsonia,tabernaemontana,Amsonia tabernaemontana,E,biotic,1,5,herb,0.75,1,stalk_disk,actinomorph,0,1,0
Pa,Orchidaceae,Anacamptis,pyramidalis,Anacamptis pyramidalis,E,biotic,2,6,herb,0.2,1,,,1,1,0
Pa,Asteraceae,Anacyclus,pyrethrum,Anacyclus pyrethrum,E,biotic,4,6,herb,0.3,1,dish_bowl,actinomorph,NA,NA,NA
Zu,Primulaceae,Anagallis,arvensis,Anagallis arvensis,E,biotic,4,6,herb,0.5,0,dish_bowl,actinomorph,1,1,0
Zu,Primulaceae,Anagallis,tenella,Anagallis tenella,N,biotic,2,7,herb,0.1,0,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Anaphalis,margaritacea,Anaphalis margaritacea,E,biotic,3,7,herb,0.6,1,dish_bowl,actinomorph,1,1,0
Zu,Boraginaceae,Anchusa,arvensis,Anchusa arvensis,E,biotic,5,5,herb,0.27,1,stalk_disk,actinomorph,1,1,0
Pa,Boraginaceae,Anchusa,azurea,Anchusa azurea,N,biotic,5,5,herb,0.6,1,stalk_disk,actinomorph,1,1,0
Pa,Boraginaceae,Anchusa,officinalis,Anchusa officinalis,N,biotic,4,5,herb,1.5,1,stalk_disk,actinomorph,1,1,0
Zu,Ericaceae,Andromeda,polifolia,Andromeda polifolia,N,biotic,4,5,herb,0.23,1,bell_trumpet,actinomorph,1,1,1
Pa,Primulaceae,Androsace,villosa,Androsace villosa,E,biotic,2,5,herb,0.6,1,stalk_disk,actinomorph,0,1,1
Zu,Primulaceae,Androsace,vitaliana,Androsace vitaliana,N,biotic,2,6,herb,0.15,1,stalk_disk,actinomorph,0,1,1
Zu,Ranunculaceae,Anemone,armena,Anemone armena,E,biotic,NA,NA,herb,,0,dish_bowl,actinomorph,0,1,0
Zu,Ranunculaceae,Anemone,blanda,Anemone blanda,N,biotic,2,3,herb,0.18,0,dish_bowl,actinomorph,0,1,0
Zu,Ranunculaceae,Anemone,canadensis,Anemone canadensis,E,biotic,3,5,herb,0.45,0,dish_bowl,actinomorph,0,1,0
Zu,Ranunculaceae,Anemone,halleri,Anemone halleri,N,biotic,2,4,herb,0.25,0,dish_bowl,actinomorph,0,1,0
Pa,Ranunculaceae,Anemone,hupehensis,Anemone hupehensis,E,biotic,4,7,herb,0.6,0,dish_bowl,actinomorph,0,1,0
Zu,Ranunculaceae,Anemone,montana,Anemone montana,N,biotic,3,3,herb,,0,dish_bowl,actinomorph,0,1,0
Pa,Ranunculaceae,Anemone,multifida,Anemone multifida,E,biotic,2,5,herb,0.4,0,dish_bowl,actinomorph,0,1,0
Zu,Ranunculaceae,Anemone,nemorosa,Anemone nemorosa,N,biotic,3,3,herb,0.2,0,dish_bowl,actinomorph,0,1,0
Pa,Ranunculaceae,Anemone,palmata,Anemone palmata,N,biotic,6,12,herb,0.15,0,dish_bowl,actinomorph,0,1,0
Zu,Ranunculaceae,Anemone,pulsatilla,Anemone pulsatilla,N,biotic,2,4,herb,,0,dish_bowl,actinomorph,0,1,0
Zu,Ranunculaceae,Anemone,ranunculoides,Anemone ranunculoides,N,biotic,2,4,herb,0.1,0,dish_bowl,actinomorph,0,1,0
Zu,Ranunculaceae,Anemone,rivularis,Anemone rivularis,E,biotic,2,5,herb,0.4,0,dish_bowl,actinomorph,0,1,0
Zu,Ranunculaceae,Anemone,rupestris,Anemone rupestris,E,biotic,2,5,herb,,0,dish_bowl,actinomorph,0,1,0
Zu,Ranunculaceae,Anemone,sp.,Anemone sp.,NA,biotic,NA,NA,herb,NA,NA,dish_bowl,actinomorph,0,1,0
Zu,Ranunculaceae,Anemone,sylvestris,Anemone sylvestris,N,biotic,2,4,herb,0.5,0,dish_bowl,actinomorph,0,1,0
Zu,Ranunculaceae,Anemone,x hybrida,Anemone x hybrida,E,biotic,2,5,herb,1,0,dish_bowl,actinomorph,0,1,0
Zu,Saururaceae,Anemopsis,californica,Anemopsis californica,E,biotic,NA,NA,herb,0.5,0,NA,,0,1,0
Zu,Apiaceae,Angelica,archangelica,Angelica archangelica,N,biotic,3,6,herb,2,1,dish_bowl,actinomorph,1,1,0
Pa,Apiaceae,Angelica,glauca,Angelica glauca,N,biotic,2,7,herb,2,1,dish_bowl,actinomorph,1,1,0
Pa,Malvaceae,Anoda,cristata,Anoda cristata,E,abiotic,NA,NA,herb,0.1,0,dish_bowl,actinomorph,1,1,0
Ta,Asteraceae,Anthemis,arvensis,Anthemis arvensis,N,biotic,6,5,herb,0.4,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Anthemis,austriaca,Anthemis austriaca,N,biotic,3,7,herb,0.35,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Anthemis,cotula,Anthemis cotula,N,biotic,5,6,herb,0.42,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Anthemis,maritima,Anthemis maritima,N,biotic,4,5,herb,0.17,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Anthemis,marschalliana,Anthemis marschalliana,E,biotic,2,6,herb,0.25,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Anthemis,tinctoria,Anthemis tinctoria,E,biotic,3,6,herb,0.45,1,dish_bowl,actinomorph,1,1,0
Zu,Asparagaceae,Anthericum,liliago,Anthericum liliago,N,biotic,3,5,herb,0.75,1,dish_bowl,actinomorph,1,1,0
Zu,Asparagaceae,Anthericum,ramosum,Anthericum ramosum,N,biotic,3,6,herb,0.6,1,dish_bowl,actinomorph,1,1,0
Pa,Apiaceae,Anthriscus,cerefolium,Anthriscus cerefolium,N,biotic,4,5,herb,0.5,1,dish_bowl,actinomorph,1,1,0
Zu,Apiaceae,Anthriscus,sylvestris,Anthriscus sylvestris,N,biotic,4,5,herb,1,1,dish_bowl,actinomorph,1,1,0
Pa,Fabaceae,Anthyllis,hermanniae,Anthyllis hermanniae,N,biotic,3,4,shrub,0.3,1,flag,sigomorph,1,1,0
Zu,Fabaceae,Anthyllis,vulneraria,Anthyllis vulneraria,N,biotic,5,5,herb,0.5,1,flag,sigomorph,1,1,0
Pa,Plantaginaceae,Antirrhinum,latifolium,Antirrhinum latifolium,N,biotic,4,5,herb,0.8,1,gullet,sigomorph,1,1,0
Zu,Plantaginaceae,Antirrhinum,majus,Antirrhinum majus,N,biotic,3,6,herb,1.5,1,gullet,sigomorph,1,1,0
Pa,Asparagaceae,Aphyllanthes,monspeliensis,Aphyllanthes monspeliensis,N,biotic,4,4,herb,0.25,0,dish_bowl,actinomorph,1,1,0
Zu,Asparagaceae,Aphyllanthes,sp.,Aphyllanthes sp.,NA,biotic,NA,NA,herb,NA,NA,dish_bowl,actinomorph,1,1,0
Pa,Apiaceae,Apium,graveolens,Apium graveolens,N,biotic,5,6,herb,1,1,dish_bowl,actinomorph,1,1,0
Zu,Apiaceae,Apium,nodiflorum,Apium nodiflorum,N,biotic,3,7,herb,0.45,1,dish_bowl,actinomorph,1,1,0
Pa,Apocynaceae,Apocynum,androsaemifolium,Apocynum androsaemifolium,E,biotic,3,6,herb,0.7,1,dish_bowl,actinomorph,1,0,0
Pa,Apocynaceae,Apocynum,cannabinum,Apocynum cannabinum,E,biotic,3,6,herb,2,1,dish_bowl,actinomorph,1,0,0
Pa,Ranunculaceae,Aquilegia,alpina,Aquilegia alpina,N,biotic,3,7,herb,0.45,0,dish_bowl,actinomorph,1,1,0
Zu,Ranunculaceae,Aquilegia,atrata,Aquilegia atrata,N,biotic,2,6,herb,0.4,0,dish_bowl,actinomorph,1,1,0
Zu,Ranunculaceae,Aquilegia,ecalcarata,Aquilegia ecalcarata,E,biotic,NA,NA,herb,0.25,0,dish_bowl,actinomorph,1,1,0
Pa,Ranunculaceae,Aquilegia,einseleana,Aquilegia einseleana,N,biotic,2,6,herb,0.28,0,dish_bowl,actinomorph,1,1,0
Pa,Ranunculaceae,Aquilegia,glandulosa,Aquilegia glandulosa,E,biotic,2,4,herb,0.25,0,dish_bowl,actinomorph,1,1,0
Pa,Ranunculaceae,Aquilegia,olympica,Aquilegia olympica,E,biotic,2,4,herb,0.5,0,dish_bowl,actinomorph,1,1,0
Zu,Ranunculaceae,Aquilegia,vulgaris,Aquilegia vulgaris,N,biotic,3,5,herb,0.6,0,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Arabidopsis,thaliana,Arabidopsis thaliana,N,biotic,2,4,herb,0.4,1,dish_bowl,actinomorph,1,1,0
Pa,Brassicaceae,Arabis,caucasica,Arabis caucasica,E,biotic,2,3,herb,0.23,1,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Arabis,hirsuta,Arabis hirsuta,N,biotic,3,5,herb,0.45,1,dish_bowl,actinomorph,1,1,0
Pa,Brassicaceae,Arabis,procurrens,Arabis procurrens,N,biotic,2,4,herb,0.15,1,dish_bowl,actinomorph,1,1,0
Pa,Brassicaceae,Arabis,pumila,Arabis pumila,N,biotic,NA,NA,herb,,1,dish_bowl,actinomorph,1,1,0
Pa,Brassicaceae,Arabis,soyeri,Arabis soyeri,N,biotic,4,5,herb,23,1,dish_bowl,actinomorph,1,1,0
Pa,Ericaceae,Arbutus,unedo,Arbutus unedo,N,biotic,3,9,tree,3.8,1,bell_trumpet,actinomorph,1,1,0
Zu,Asteraceae,Arctium,lappa,Arctium lappa,N,biotic,3,7,herb,1.5,1,brush,no_symmetry,1,1,0
Pa,Asteraceae,Arctium,minus,Arctium minus,N,biotic,3,7,herb,1.8,1,brush,no_symmetry,1,1,0
Po,Asteraceae,Arctium,tomentosum,Arctium tomentosum,N,biotic,3,7,herb,0.88,1,brush,no_symmetry,1,1,0
Zu,Caryophyllaceae,Arenaria,leptoclados,Arenaria leptoclados,N,biotic,5,5,herb,0.1,1,stalk_disk,actinomorph,1,1,0
Pa,Caryophyllaceae,Arenaria,purpurascens,Arenaria purpurascens,N,biotic,3,6,herb,0.75,1,stalk_disk,actinomorph,1,1,0
Zu,Caryophyllaceae,Arenaria,serpyllifolia,Arenaria serpyllifolia,N,biotic,5,5,herb,0.23,1,stalk_disk,actinomorph,1,1,0
