City,Family,Genus,Sp2,Sp.merge,native_exotic,pollination_mode,Flowering_months_duration,start_flowering,growth_form_category,plant_height_m,inflorescence,structural_blossom_class,symmetry,nectar,pollen,oil
Zu,Saxifragaceae,Rodgersia,sambucifolia,Rodgersia sambucifolia,E,biotic,2,6,herb,0.76,1,dish_bowl,actinomorph,1,1,0
Pa,Papaveraceae,Roemeria,hybrida,Roemeria hybrida,N,biotic,4,3,shrub,0.25,0,dish_bowl,actinomorph,0,1,0
Pa,Papaveraceae,Romneya,coulteri,Romneya coulteri,E,biotic,3,5,shrub,2,1,dish_bowl,actinomorph,0,1,0
An,Brassicaceae,Rorippa,amphibia,Rorippa amphibia,N,biotic,4,5,herb,1.2,1,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Rorippa,sylvestris,Rorippa sylvestris,N,biotic,4,6,herb,0.6,1,dish_bowl,actinomorph,1,1,0
Pa,Rosaceae,Rosa,agrestis,Rosa agrestis,N,biotic,2,6,shrub,,0,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Rosa,canina,Rosa canina,N,biotic,1,6,shrub,5.5,0,dish_bowl,actinomorph,1,1,0
Pa,Rosaceae,Rosa,chinensis,Rosa chinensis,E,biotic,6,4,shrub,6,0,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Rosa,corymbifera,Rosa corymbifera,N,biotic,2,6,shrub,2.5,0,dish_bowl,actinomorph,1,1,0
Pa,Rosaceae,Rosa,gallica,Rosa gallica,N,biotic,2,6,shrub,1.2,0,dish_bowl,actinomorph,1,1,0
Paris,Rosaceae,Rosa,longicuspis,Rosa longicuspis,E,biotic,NA,NA,shrub,NA,1,dish_bowl,actinomorph,NA,NA,NA
Zu,Rosaceae,Rosa,multiflora,Rosa multiflora,E,biotic,2,6,shrub,5,0,dish_bowl,actinomorph,1,1,0
Pa,Rosaceae,Rosa,omeiensis,Rosa omeiensis,E,biotic,1,5,shrub,4,0,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Rosa,pendulina,Rosa pendulina,N,biotic,2,6,shrub,2,0,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Rosa,rugosa,Rosa rugosa,E,biotic,3,6,shrub,2.5,0,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Rosa,sp.,Rosa sp.,NA,biotic,NA,NA,shrub,NA,NA,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Rosa,spinosissima,Rosa spinosissima,N,biotic,1,5,shrub,0.8,0,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Rosa,x damascena,Rosa x damascena,E,biotic,2,6,shrub,2.2,0,dish_bowl,actinomorph,1,1,0
Zurich,Rosaceae,Rosa,xanthina,Rosa xanthina,E,biotic,2,4,shrub,2.3,1,dish_bowl,actinomorph,NA,NA,NA
Zu,Lamiaceae,Rosmarinus,officinalis,Rosmarinus officinalis,N,biotic,8,3,shrub,2,1,gullet,sigomorph,1,1,0
Zu,Rubiaceae,Rubia,tinctorum,Rubia tinctorum,N,biotic,1,6,herb,1.5,1,dish_bowl,actinomorph,NA,NA,NA
Po,Rosaceae,Rubus,caesius,Rubus caesius,N,biotic,4,6,shrub,0.4,1,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Rubus,cockburnianus,Rubus cockburnianus,E,biotic,3,5,shrub,3,1,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Rubus,fruticosus,Rubus fruticosus,N,biotic,2,4,shrub,1.22,1,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Rubus,idaeus,Rubus idaeus,N,biotic,3,5,shrub,2.5,1,brush,no_symmetry,1,1,0
An,Rosaceae,Rubus,odoratus,Rubus odoratus,E,biotic,3,5,shrub,3,1,dish_bowl,actinomorph,1,1,0
Zurich,Rosaceae,Rubus,plicatus,Rubus plicatus,N,biotic,2,4,shrub,1.2,1,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Rubus,saxatilis,Rubus saxatilis,N,biotic,3,5,shrub,0.3,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Rudbeckia,fulgida,Rudbeckia fulgida,E,biotic,5,6,herb,0.76,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Rudbeckia,hirta,Rudbeckia hirta,E,biotic,4,7,herb,0.8,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Rudbeckia,laciniata,Rudbeckia laciniata,E,biotic,4,7,herb,2.3,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Rudbeckia,maxima,Rudbeckia maxima,E,biotic,2,6,herb,1.8,1,dish_bowl,actinomorph,1,1,0
Pa,Acanthaceae,Ruellia,ciliosa,Ruellia ciliosa,E,biotic,5,5,shrub,0.5,1,dish_bowl,actinomorph,1,1,0
An,Polygonaceae,Rumex,acetosella,Rumex acetosella,N,abiotic,3,5,herb,0.5,1,NA,no_symmetry,0,1,0
Pa,Polygonaceae,Rumex,conglomeratus,Rumex conglomeratus,N,abiotic,2,7,herb,1,1,NA,no_symmetry,0,1,0
Pa,Polygonaceae,Rumex,crispus,Rumex crispus,N,abiotic,3,6,herb,0.9,1,NA,no_symmetry,0,1,0
Pa,Polygonaceae,Rumex,obtusifolius,Rumex obtusifolius,N,abiotic,2,7,herb,1.2,1,NA,no_symmetry,0,1,0
Pa,Polygonaceae,Rumex,salicifolius,Rumex salicifolius,E,abiotic,3,4,herb,0.6,1,NA,no_symmetry,0,1,0
An,Polygonaceae,Rumex,sp.,Rumex sp.,NA,abiotic,NA,NA,herb,NA,NA,NA,no_symmetry,0,1,0
Paris,Polygonaceae,Rumex,stenophyllus,Rumex stenophyllus,N,abiotic,2,6,herb,0.6,1,NA,NA,NA,NA,NA
Pa,Rutaceae,Ruta,chalepensis,Ruta chalepensis,N,biotic,4,6,herb,0.8,1,dish_bowl,actinomorph,1,1,0
Zu,Rutaceae,Ruta,graveolens,Ruta graveolens,N,biotic,2,6,herb,0.5,1,dish_bowl,actinomorph,1,1,0
Zu,Salicaceae,Salix,alba,Salix alba,N,biotic,2,4,tree,20,1,brush,no_symmetry,1,1,0
Zu,Salicaceae,Salix,alpina,Salix alpina,N,biotic,2,6,shrub,10,1,brush,no_symmetry,1,1,0
Antwerp,Salicaceae,Salix,aurita,Salix aurita,N,biotic,2,5,shrub,2,1,brush,no_symmetry,0,1,0
Zu,Salicaceae,Salix,babylonica,Salix babylonica,E,biotic,2,4,tree,22.5,1,brush,no_symmetry,1,1,0
Zu,Salicaceae,Salix,caesia,Salix caesia,N,biotic,2,6,shrub,0.65,1,brush,no_symmetry,1,1,0
Zu,Salicaceae,Salix,caprea,Salix caprea,N,biotic,3,3,shrub,12,1,brush,no_symmetry,1,1,0
Zu,Salicaceae,Salix,cinerea,Salix cinerea,N,biotic,2,3,shrub,9.5,1,brush,no_symmetry,1,1,0
Zu,Salicaceae,Salix,elaeagnos,Salix elaeagnos,N,biotic,3,3,shrub,20,1,brush,no_symmetry,1,1,0
Ta,Salicaceae,Salix,fragilis,Salix fragilis,N,biotic,3,3,tree,15,1,brush,no_symmetry,1,1,0
Zu,Salicaceae,Salix,fruticulosa,Salix fruticulosa,E,biotic,NA,NA,shrub,,1,brush,no_symmetry,1,1,0
Antwerp,Salicaceae,Salix,helvetica,Salix helvetica,N,biotic,2,6,shrub,1,1,brush,no_symmetry,0,1,0
Antwerp,Salicaceae,Salix,rehderiana,Salix rehderiana,E,biotic,NA,NA,shrub,NA,1,brush,no_symmetry,NA,NA,NA
Zu,Salicaceae,Salix,sp.,Salix sp.,NA,biotic,NA,NA,NA,NA,NA,brush,no_symmetry,1,1,0
Zu,Lamiaceae,Salvia,africana-lutea,Salvia africana-lutea,E,biotic,NA,NA,shrub,1,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Salvia,apiana,Salvia apiana,E,biotic,3,6,shrub,3,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Salvia,bulleyana,Salvia bulleyana,E,biotic,2,6,herb,0.55,1,gullet,sigomorph,1,1,0
Pa,Lamiaceae,Salvia,candelabrum,Salvia candelabrum,N,biotic,3,7,shrub,1,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Salvia,carnea,Salvia carnea,E,biotic,NA,NA,herb,,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Salvia,clevelandii,Salvia clevelandii,E,biotic,NA,NA,shrub,1.25,1,gullet,sigomorph,1,1,0
Pa,Lamiaceae,Salvia,coccinea,Salvia coccinea,E,biotic,9,2,herb,0.9,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Salvia,darcyi,Salvia darcyi,E,biotic,NA,NA,shrub,0.9,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Salvia,discolor,Salvia discolor,E,biotic,5,12,shrub,0.5,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Salvia,elegans,Salvia elegans,E,biotic,2,7,herb,1.8,1,tube,actinomorph,1,1,0
Zu,Lamiaceae,Salvia,farinacea,Salvia farinacea,E,biotic,6,5,herb,1,1,gullet,sigomorph,1,1,0
Pa,Lamiaceae,Salvia,fruticosa,Salvia fruticosa,N,biotic,NA,NA,shrub,0.61,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Salvia,glutinosa,Salvia glutinosa,N,biotic,3,7,herb,1,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Salvia,greggii,Salvia greggii,E,biotic,9,3,shrub,0.75,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Salvia,heerii,Salvia heerii,E,biotic,2,5,herb,1.68,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Salvia,hispanica,Salvia hispanica,E,biotic,2,7,herb,1.75,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Salvia,japonica,Salvia japonica,E,biotic,2,8,herb,0.5,1,gullet,sigomorph,1,1,0
Pa,Lamiaceae,Salvia,microphylla,Salvia microphylla,E,biotic,3,8,herb,1.15,1,gullet,sigomorph,1,1,0
Pa,Lamiaceae,Salvia,miltiorrhiza,Salvia miltiorrhiza,E,biotic,4,6,herb,0.45,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Salvia,nemorosa,Salvia nemorosa,N,biotic,2,6,herb,0.45,1,gullet,sigomorph,1,1,0
Pa,Lamiaceae,Salvia,nutans,Salvia nutans,N,biotic,2,6,herb,1,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Salvia,officinalis,Salvia officinalis,N,biotic,3,5,herb,0.8,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Salvia,oligantha,Salvia oligantha,E,biotic,NA,NA,NA,,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Salvia,oxyphora,Salvia oxyphora,E,biotic,NA,NA,herb,1.25,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Salvia,patens,Salvia patens,E,biotic,3,7,herb,2,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Salvia,pauciserrata,Salvia pauciserrata,E,biotic,NA,NA,herb,1.5,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Salvia,polystachya,Salvia polystachya,E,biotic,NA,NA,herb,1.8,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Salvia,pratensis,Salvia pratensis,N,biotic,4,5,herb,1,1,gullet,sigomorph,1,1,0
Pa,Lamiaceae,Salvia,sclarea,Salvia sclarea,E,biotic,2,6,herb,1.2,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Salvia,somalensis,Salvia somalensis,E,biotic,NA,NA,shrub,1.5,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Salvia,sp.,Salvia sp.,NA,biotic,NA,NA,NA,NA,NA,gullet,sigomorph,1,1,0
An,Lamiaceae,Salvia,splendens,Salvia splendens,E,biotic,4,6,herb,1.3,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Salvia,subpalmatinervis,Salvia subpalmatinervis,E,biotic,4,6,herb,0.5,1,gullet,sigomorph,1,1,0
Pa,Lamiaceae,Salvia,taraxacifolia,Salvia taraxacifolia,E,biotic,NA,NA,herb,0.2,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Salvia,verbenaca,Salvia verbenaca,E,biotic,4,6,herb,0.45,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Salvia,verticillata,Salvia verticillata,E,biotic,4,6,herb,0.7,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Salvia,viridis,Salvia viridis,N,biotic,3,6,herb,0.45,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Salvia,x jamensis,Salvia x jamensis,E,biotic,5,5,herb,0.5,1,gullet,sigomorph,1,1,0
Zu,Adoxaceae,Sambucus,ebulus,Sambucus ebulus,N,biotic,2,6,herb,1.5,1,dish_bowl,actinomorph,0,1,0
Zu,Adoxaceae,Sambucus,nigra,Sambucus nigra,N,biotic,2,5,shrub/tree,15,1,dish_bowl,actinomorph,0,1,0
Ta,Adoxaceae,Sambucus,racemosa,Sambucus racemosa,N,biotic,2,4,shrub,4,1,dish_bowl,actinomorph,0,1,0
Zu,Primulaceae,Samolus,valerandi,Samolus valerandi,N,biotic,5,6,herb,0.3,1,dish_bowl,actinomorph,0,1,0
Pa,Rosaceae,Sanguisorba,canadensis,Sanguisorba canadensis,E,abiotic,2,8,herb,1.35,1,brush,no_symmetry,1,1,0
Zu,Rosaceae,Sanguisorba,minor,Sanguisorba minor,N,abiotic,4,5,herb,0.5,1,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Sanguisorba,officinalis,Sanguisorba officinalis,N,abiotic,4,6,herb,1,1,brush,no_symmetry,1,1,0
Zu,Asteraceae,Santolina,chamaecyparissus,Santolina chamaecyparissus,N,biotic,4,5,shrub,0.5,1,brush,no_symmetry,1,1,0
Zu,Asteraceae,Santolina,rosmarinifolia,Santolina rosmarinifolia,N,biotic,1,7,herb,0.5,1,brush,no_symmetry,1,1,0
Zu,Asteraceae,Sanvitalia,procumbens,Sanvitalia procumbens,E,biotic,4,7,herb,0.3,1,dish_bowl,actinomorph,1,1,0
Pa,Caryophyllaceae,Saponaria,caespitosa,Saponaria caespitosa,N,biotic,2,5,herb,0.15,1,stalk_disk,actinomorph,1,1,0
Pa,Caryophyllaceae,Saponaria,lutea,Saponaria lutea,N,biotic,2,5,herb,0.08,1,stalk_disk,actinomorph,1,1,0
Zu,Caryophyllaceae,Saponaria,ocymoides,Saponaria ocymoides,N,biotic,5,5,herb,0.2,1,stalk_disk,actinomorph,1,1,0
Zu,Caryophyllaceae,Saponaria,officinalis,Saponaria officinalis,N,biotic,3,7,herb,0.6,1,stalk_disk,actinomorph,1,1,0
Zu,Sarraceniaceae,Sarracenia,flava,Sarracenia flava,E,biotic,2,4,herb,1,0,,,1,1,0
Zu,Sarraceniaceae,Sarracenia,leucophylla,Sarracenia leucophylla,E,biotic,2,4,herb,0.61,0,,,1,1,0
Zu,Sarraceniaceae,Sarracenia,oreophila,Sarracenia oreophila,E,biotic,1,5,herb,0.45,0,,,1,1,0
Zu,Sarraceniaceae,Sarracenia,purpurea,Sarracenia purpurea,E,biotic,1,7,herb,0.5,0,,,1,1,0
Zu,Lamiaceae,Satureja,montana,Satureja montana,E,biotic,3,8,shrub,0.4,1,gullet,sigomorph,1,1,0
Zu,Saururaceae,Saururus,cernuus,Saururus cernuus,E,biotic,4,6,herb,0.45,1,brush,no_symmetry,NA,NA,NA
Zu,Saxifragaceae,Saxifraga,adscendens,Saxifraga adscendens,N,biotic,2,7,herb,0.08,1,dish_bowl,actinomorph,1,1,0
Zu,Saxifragaceae,Saxifraga,aizoides,Saxifraga aizoides,N,biotic,4,6,herb,0.1,1,dish_bowl,actinomorph,1,1,0
Pa,Saxifragaceae,Saxifraga,callosa,Saxifraga callosa,N,biotic,2,5,herb,0.5,1,dish_bowl,actinomorph,1,1,0
Pa,Saxifragaceae,Saxifraga,cochlearis,Saxifraga cochlearis,N,biotic,2,3,herb,0.2,1,dish_bowl,actinomorph,1,1,0
Pa,Saxifragaceae,Saxifraga,cotyledon,Saxifraga cotyledon,N,biotic,3,5,herb,0.2,1,dish_bowl,actinomorph,1,1,0
Pa,Saxifragaceae,Saxifraga,crustata,Saxifraga crustata,N,biotic,2,7,shrub,0.23,1,dish_bowl,actinomorph,1,1,0
Zu,Saxifragaceae,Saxifraga,cuneifolia,Saxifraga cuneifolia,N,biotic,3,5,herb,0.18,1,dish_bowl,actinomorph,1,1,0
Zu,Saxifragaceae,Saxifraga,cymbalaria,Saxifraga cymbalaria,N,biotic,6,4,herb,0.1,1,dish_bowl,actinomorph,1,1,0
An,Saxifragaceae,Saxifraga,granulata,Saxifraga granulata,N,biotic,2,5,herb,0.28,1,dish_bowl,actinomorph,1,1,0
Zu,Saxifragaceae,Saxifraga,hostii,Saxifraga hostii,N,biotic,2,6,herb,0.6,1,dish_bowl,actinomorph,1,1,0
Pa,Saxifragaceae,Saxifraga,hypnoides,Saxifraga hypnoides,E,biotic,2,5,herb,0.2,1,dish_bowl,actinomorph,1,1,0
Zu,Saxifragaceae,Saxifraga,paniculata,Saxifraga paniculata,N,biotic,3,5,herb,0.4,1,dish_bowl,actinomorph,1,1,0
Pa,Saxifragaceae,Saxifraga,retusa,Saxifraga retusa,N,biotic,2,5,herb,0.1,1,dish_bowl,actinomorph,1,1,0
Pa,Saxifragaceae,Saxifraga,rosacea,Saxifraga rosacea,N,biotic,3,5,herb,0.25,1,dish_bowl,actinomorph,1,1,0
Zu,Saxifragaceae,Saxifraga,rotundifolia,Saxifraga rotundifolia,N,biotic,4,6,herb,0.35,1,dish_bowl,actinomorph,1,1,0
Zu,Saxifragaceae,Saxifraga,seguieri,Saxifraga seguieri,N,biotic,2,7,herb,0.4,1,dish_bowl,actinomorph,1,1,0
Zu,Saxifragaceae,Saxifraga,sp.,Saxifraga sp.,NA,biotic,NA,NA,herb,NA,NA,,,1,1,0
Pa,Saxifragaceae,Saxifraga,stolonifera,Saxifraga stolonifera,E,biotic,3,5,herb,0.5,1,dish_bowl,actinomorph,1,1,0
Zu,Saxifragaceae,Saxifraga,tridactylites,Saxifraga tridactylites,N,biotic,3,3,herb,0.2,1,dish_bowl,actinomorph,1,1,0
Pa,Saxifragaceae,Saxifraga,trifurcata,Saxifraga trifurcata,N,biotic,2,5,herb,0.2,1,dish_bowl,actinomorph,1,1,0
Zu,Saxifragaceae,Saxifraga,umbrosa,Saxifraga umbrosa,E,biotic,1,7,herb,0.4,1,dish_bowl,actinomorph,1,1,0
Zu,Saxifragaceae,Saxifraga,x arendsii,Saxifraga x arendsii,N,biotic,2,5,herb,0.08,1,dish_bowl,actinomorph,1,1,0
Pa,Saxifragaceae,Saxifraga,x gaudinii,Saxifraga x gaudinii,N,biotic,2,5,herb,,1,dish_bowl,actinomorph,1,1,0
Pa,Caprifoliaceae,Scabiosa,cinerea,Scabiosa cinerea,N,biotic,4,6,herb,0.3,0,dish_bowl,actinomorph,1,1,0
Zu,Caprifoliaceae,Scabiosa,columbaria,Scabiosa columbaria,N,biotic,4,6,herb,0.8,0,dish_bowl,actinomorph,1,1,0
Pa,Caprifoliaceae,Scabiosa,graminifolia,Scabiosa graminifolia,N,biotic,4,6,herb,0.35,0,dish_bowl,actinomorph,1,1,0
Zu,Caprifoliaceae,Scabiosa,lucida,Scabiosa lucida,N,biotic,3,7,herb,0.3,0,dish_bowl,actinomorph,1,1,0
Zu,Caprifoliaceae,Scabiosa,ochroleuca,Scabiosa ochroleuca,E,biotic,4,6,herb,1,0,dish_bowl,actinomorph,1,1,0
Zu,Asparagaceae,Scilla,siberica,Scilla siberica,E,biotic,2,3,herb,0.25,0,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Scolymus,hispanicus,Scolymus hispanicus,N,biotic,4,5,herb,0.5,1,dish_bowl,actinomorph,NA,NA,NA
Pa,Fabaceae,Scorpiurus,muricatus,Scorpiurus muricatus,N,biotic,2,7,herb,0.8,1,flag,sigomorph,1,1,0
Pa,Scrophulariaceae,Scrophularia,alpestris,Scrophularia alpestris,N,biotic,NA,NA,herb,,1,flag,sigomorph,1,1,0
Pa,Scrophulariaceae,Scrophularia,auriculata,Scrophularia auriculata,N,biotic,3,6,herb,0.7,1,flag,sigomorph,1,1,0
Pa,Scrophulariaceae,Scrophularia,canina,Scrophularia canina,N,biotic,3,6,herb,0.36,1,flag,sigomorph,1,1,0
Zu,Scrophulariaceae,Scrophularia,juratensis,Scrophularia juratensis,N,biotic,3,6,herb,0.5,1,flag,sigomorph,1,1,0
Zu,Scrophulariaceae,Scrophularia,nodosa,Scrophularia nodosa,N,biotic,2,6,herb,1,1,flag,sigomorph,1,1,0
Pa,Scrophulariaceae,Scrophularia,scorodonia,Scrophularia scorodonia,N,biotic,NA,NA,herb,,1,flag,sigomorph,1,1,0
Pa,Scrophulariaceae,Scrophularia,vernalis,Scrophularia vernalis,E,biotic,3,5,herb,0.4,1,flag,sigomorph,1,1,0
Pa,Lamiaceae,Scutellaria,alpina,Scutellaria alpina,N,biotic,3,6,herb,0.2,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Scutellaria,altissima,Scutellaria altissima,E,biotic,3,6,herb,1,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Scutellaria,aurantiaca,Scutellaria aurantiaca,E,biotic,NA,NA,herb,0.7,1,gullet,sigomorph,1,1,0
Pa,Lamiaceae,Scutellaria,caucasica,Scutellaria caucasica,E,biotic,NA,NA,herb,,1,gullet,sigomorph,1,1,0
Pa,Lamiaceae,Scutellaria,columnae,Scutellaria columnae,N,biotic,2,6,herb,,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Scutellaria,galericulata,Scutellaria galericulata,N,biotic,3,6,herb,0.28,1,gullet,sigomorph,1,1,0
Zu,Cucurbitaceae,Sechium,edule,Sechium edule,E,biotic,4,7,herb,4,0,dish_bowl,actinomorph,1,1,0
Zu,Fabaceae,Securigera,varia,Securigera varia,N,biotic,3,6,herb,1.2,1,flag,sigomorph,1,1,0
Zu,Crassulaceae,Sedum,acre,Sedum acre,N,biotic,2,6,herb,0.1,1,dish_bowl,actinomorph,1,1,0
Zu,Crassulaceae,Sedum,aizoon,Sedum aizoon,E,biotic,2,6,herb,0.38,1,dish_bowl,actinomorph,1,1,0
Zu,Crassulaceae,Sedum,album,Sedum album,N,biotic,4,6,herb,0.2,1,dish_bowl,actinomorph,1,1,0
Zu,Crassulaceae,Sedum,anacampseros,Sedum anacampseros,N,biotic,2,7,herb,0.1,1,dish_bowl,actinomorph,1,1,0
Pa,Crassulaceae,Sedum,cepaea,Sedum cepaea,N,biotic,2,6,herb,0.3,1,dish_bowl,actinomorph,1,1,0
Pa,Crassulaceae,Sedum,dasyphyllum,Sedum dasyphyllum,N,biotic,3,6,herb,0.08,1,dish_bowl,actinomorph,1,1,0
Pa,Crassulaceae,Sedum,hispanicum,Sedum hispanicum,N,biotic,1,7,herb,0.15,1,dish_bowl,actinomorph,1,1,0
Zu,Crassulaceae,Sedum,kamtschaticum,Sedum kamtschaticum,E,biotic,3,6,herb,0.13,1,dish_bowl,actinomorph,1,1,0
Pa,Crassulaceae,Sedum,moranense,Sedum moranense,E,biotic,NA,NA,herb,0.15,1,dish_bowl,actinomorph,1,1,0
Zu,Crassulaceae,Sedum,ochroleucum,Sedum ochroleucum,N,biotic,3,6,herb,0.2,1,dish_bowl,actinomorph,1,1,0
Zu,Crassulaceae,Sedum,rupestre,Sedum rupestre,N,biotic,3,7,herb,0.3,1,dish_bowl,actinomorph,1,1,0
Zu,Crassulaceae,Sedum,sediforme,Sedum sediforme,E,biotic,2,7,herb,0.5,1,dish_bowl,actinomorph,1,1,0
Zu,Crassulaceae,Sedum,sexangulare,Sedum sexangulare,N,biotic,3,6,herb,0.15,1,dish_bowl,actinomorph,1,1,0
Zu,Crassulaceae,Sedum,spurium,Sedum spurium,E,biotic,2,6,herb,0.11,1,dish_bowl,actinomorph,1,1,0
Pa,Crassulaceae,Sedum,stoloniferum,Sedum stoloniferum,E,biotic,2,6,herb,0.2,1,dish_bowl,actinomorph,1,1,0
Zu,Crassulaceae,Sedum,telephium,Sedum telephium,N,biotic,4,6,herb,0.7,1,dish_bowl,actinomorph,1,1,0
Zu,Crassulaceae,Sempervivum,arachnoideum,Sempervivum arachnoideum,N,biotic,3,6,herb,0.15,1,dish_bowl,actinomorph,1,1,0
Pa,Crassulaceae,Sempervivum,calcareum,Sempervivum calcareum,N,biotic,3,6,herb,0.16,1,dish_bowl,actinomorph,1,1,0
Zu,Crassulaceae,Sempervivum,grandiflorum,Sempervivum grandiflorum,N,biotic,3,6,herb,0.6,1,dish_bowl,actinomorph,1,1,0
Zu,Crassulaceae,Sempervivum,marmoreum,Sempervivum marmoreum,N,biotic,2,6,herb,0.18,1,dish_bowl,actinomorph,1,1,0
Pa,Crassulaceae,Sempervivum,montanum,Sempervivum montanum,N,biotic,2,7,herb,0.2,1,dish_bowl,actinomorph,1,1,0
Zu,Crassulaceae,Sempervivum,tectorum,Sempervivum tectorum,N,biotic,2,7,herb,0.3,1,dish_bowl,actinomorph,1,1,0
Zu,Crassulaceae,Sempervivum,x christii,Sempervivum x christii,N,biotic,NA,NA,herb,0.1,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Senecio,alpinus,Senecio alpinus,N,biotic,3,7,herb,0.65,1,brush,no_symmetry,1,1,0
Zu,Asteraceae,Senecio,aquaticus,Senecio aquaticus,N,biotic,3,7,herb,0.8,1,brush,no_symmetry,1,1,0
Zu,Asteraceae,Senecio,inaequidens,Senecio inaequidens,E,biotic,6,7,shrub,0.45,1,brush,no_symmetry,1,1,0
Zu,Asteraceae,Senecio,ovatus,Senecio ovatus,N,biotic,3,7,herb,1,1,brush,no_symmetry,1,1,0
Zu,Asteraceae,Senecio,vulgaris,Senecio vulgaris,N,biotic,2,4,herb,0.4,1,brush,no_symmetry,1,1,0
Pa,Fabaceae,Senna,didymobotrya,Senna didymobotrya,E,biotic,NA,NA,herb,2.75,1,flag,sigomorph,1,1,0
Pa,Fabaceae,Senna,occidentalis,Senna occidentalis,E,biotic,NA,NA,shrub,2,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Serratula,tinctoria,Serratula tinctoria,N,biotic,3,7,herb,1,1,brush,actinomorph,1,1,0
Pa,Apiaceae,Seseli,gummiferum,Seseli gummiferum,N,biotic,3,7,herb,1.4,1,dish_bowl,actinomorph,1,1,0
Pa,Apiaceae,Seseli,libanotis,Seseli libanotis,N,biotic,2,7,herb,0.8,1,dish_bowl,actinomorph,1,1,0
Pa,Apiaceae,Seseli,montanum,Seseli montanum,N,biotic,3,7,herb,0.4,1,dish_bowl,actinomorph,1,1,0
Zu,Rubiaceae,Sherardia,arvensis,Sherardia arvensis,N,biotic,6,5,herb,0.4,1,stalk_disk,actinomorph,1,1,0
Pa,NA,Sida,hermaphrodita,Sida hermaphrodita,E,biotic,5,6,herb,2.1,1,dish_bowl,actinomorph,1,1,0
An,Lamiaceae,Sideritis,hyssopifolia,Sideritis hyssopifolia,N,biotic,3,6,shrub,0.4,1,bell_trumpet,actinomorph,0,1,0
Pa,Caryophyllaceae,Silene,alpestris,Silene alpestris,E,biotic,3,6,herb,0.18,1,stalk_disk,actinomorph,1,1,0
Zu,Caryophyllaceae,Silene,armeria,Silene armeria,N,biotic,2,6,herb,0.4,1,stalk_disk,actinomorph,1,1,0
Pa,Malvaceae,Silene,caucasica,Silene caucasica,E,biotic,NA,NA,herb,,1,stalk_disk,actinomorph,1,1,0
Zu,Caryophyllaceae,Silene,chalcedonica,Silene chalcedonica,N,biotic,2,6,herb,1,1,stalk_disk,actinomorph,1,1,0
