ID,location,landscape,replicate,bbspecies,bborgan,site,Shannon,NrSpecies,Flowering_duration_cwm,Flowering_start_cwm,growth_form_cwm,structural_blossom_cwm,sugar_concentration_cwm,plant_height_cwm
01_1_BERD_lB,BE,R,D,B.pascuorum,B,BE_R,0,1,6.000000000000001,5,1,1,45.81712329,1
01_1_BERD_pB,BE,R,D,B.lapidarius,B,BE_R,0.20620412465595955,2,5.842092731000728,5,1,1,44.787608501978966,0.9684185462001456
01_2_BERD_lB,BE,R,D,B.pascuorum,B,BE_R,1.0489809878345286,3,4.201924756626275,5.436309930283156,1,1.218154965141578,42.910180393995944,0.6403849513252551
01_2_BERD_pB,BE,R,D,B.lapidarius,B,BE_R,0.2060652077876791,2,5.842236896952678,5,1,1,44.78854842691341,0.9684473793905356
01_BEUA_lB,BE,U,A,B.pascuorum,B,BE_U,1.7198968903366327,9,4.238346674277708,5.606011857656231,1,2.1126676564264595,212.0094894785613,0.6891821590275167
01_BEUA_pB,BE,U,A,B.lapidarius,B,BE_U,0.5346090485276254,3,5.829876509089082,5,1,4.377143503222321,40.78446131964235,0.8815467142372583
01_BEUB_lB,BE,U,B,B.pascuorum,B,BE_U,0.5105777907293522,5,2.3755633735856234,6.8011410097936675,1.022154606827042,3.0495008082152704,45.21764487542006,0.6339450413616051
01_BEUB_pB,BE,U,B,B.lapidarius,B,BE_U,0.19065092335678777,3,4.923568750108003,5.0290656482745515,1.029065648274551,1.0581312965491023,44.60113403117571,0.21292228999982712
01_BEUC_lB,BE,U,C,B.pascuorum,B,BE_U,1.8752669892103473,9,4.21153488083416,5.285703202581928,1,2.2465863952333684,33.672222242803834,0.6693916025322739
01_BEUC_pB,BE,U,C,B.lapidarius,B,BE_U,0.7161895169966123,5,5.699174230532996,5.12347300894015,1,1.176073159080052,104.57841862391868,0.8985617279737937
01_BSRD_lB,BS,R,D,B.pascuorum,B,BS_R,0.1321818787315385,3,5.9541849463708605,5.013965433794945,1,1.027930867589889,45.763783625348545,0.9908369892741721
01_BSRD_lL,BS,R,D,B.pascuorum,L,BS_R,0,1,6,5,1,1,45.81712329,1
01_BSRD_pB,BS,R,D,B.lapidarius,B,BS_R,0.31864984426660514,3,5.716520630174034,5.10587187633989,1,1.0529359381699446,46.10814978833881,0.943304126034807
01_BSRD_pL,BS,R,D,B.lapidarius,L,BS_R,0.06163321890154317,2,5.9662743720358336,5,1,1,45.59724086821886,0.9932548744071668
01_BSRE_lB,BS,R,E,B.pascuorum,B,BS_R,1.774905011754967,8,4.081688436339357,5.97663063890164,1,2.199369861870385,40.096765966375855,1.0754131369194178
01_BSRE_pB,BS,R,E,B.lapidarius,B,BS_R,0.9305826568802398,4,5.021571459300003,5.562425099099653,1,1.4081830193897305,44.64439161363289,1.071980149340872
01_BSRF_lB,BS,R,F,B.pascuorum,B,BS_R,0.09281481620404028,2,3.0560084573969526,4.999999999999999,1,1,26.623055479653313,0.41120169147939056
01_BSRF_pB,BS,R,F,B.lapidarius,B,BS_R,0,1,5.999999999999999,5,1,1,45.81712328999999,1
01_BSUA_lB,BS,U,A,B.pascuorum,B,BS_U,0.31732648969347765,3,4.949933110367893,5.065033444816053,1,1.0650334448160534,44.72811190675886,0.18548327759197317
01_BSUA_pB,BS,U,A,B.lapidarius,B,BS_U,0.17298798487237446,3,5.9276159061755544,5,1,1,45.42598252967687,0.9755970924195224
01_BSUA_pL,BS,U,A,B.lapidarius,L,BS_U,0,1,6.000000000000001,5,1,1,45.81712329,1
01_BSUB_lB,BS,U,B,B.pascuorum,B,BS_U,0.5797765994495119,5,4.956424130785172,5.044919026786399,1,1.022258039757464,43.98427636540198,0.26802517461048414
01_BSUB_pB,BS,U,B,B.lapidarius,B,BS_U,0.5071016557045674,4,4.997445836713844,5.050151747348178,1,1.100303494696355,42.235106578777604,0.2395166621593197
01_BSUB_pL,BS,U,B,B.lapidarius,L,BS_U,0.06332392142472906,2,5.011620962524262,5,1,1,44.60178940617205,0.1598778181456228
01_BSUC_lB,BS,U,C,B.pascuorum,B,BS_U,1.6521594797976333,8,4.322788805499053,5.326576418601389,1.1083419868466595,1.3250259605399792,39.156383971221025,0.5188083046924319
01_BSUC_pB,BS,U,C,B.lapidarius,B,BS_U,1.5128979533602775,8,4.095482010857897,5.988099254669817,1.5026531300800543,2.59089654326289,40.33267078347895,0.36997147501763644
01_ZHRD_lB,ZH,R,D,B.pascuorum,B,ZH_R,0.21488041836209254,2,3.1670069718481213,5,1,1,27.346737250606942,0.4334013943696244
01_ZHRD_pB,ZH,R,D,B.lapidarius,B,ZH_R,1.0171846171672203,5,3.6354786671858492,5.15319575012516,1.0431662680091227,1.396951660455026,31.46041575347005,0.8634688768982592
01_ZHRE_lB,ZH,R,E,B.pascuorum,B,ZH_R,0.9374725082443164,4,2.6896652289367453,6.803941733564597,1,2.202627822376398,31.189824634223832,1.41179757172021
01_ZHRE_pB,ZH,R,E,B.lapidarius,B,ZH_R,1.685919698361334,10,4.783289329480919,5.365709375311349,1,1.3124083814779688,39.12513145968356,0.9464999501843182
01_ZHRF_lB,ZH,R,F,B.pascuorum,B,ZH_R,0.6009325879713387,3,2.459595217093012,7.453469567774183,1,2.635646378516123,36.18614336780094,1.7640007840831127
01_ZHRF_pB,ZH,R,F,B.lapidarius,B,ZH_R,0.0665198497338825,2,2.0123452763417538,7.962964170974739,1,2.9753094473164925,26.25789474,1.980247557853194
01_ZHUA_lB,ZH,U,A,B.pascuorum,B,ZH_U,1.8860222007003389,9,3.7705481394109177,5.577843054972724,1,3.3138446881627748,35.402350470378835,2.094550362364043
01_ZHUA_pB,ZH,U,A,B.lapidarius,B,ZH_U,0.2353843670651275,3,5.842355548697518,5.0130318290852465,1,1,45.274654756301565,0.9788965730077013
01_ZHUB_lB,ZH,U,B,B.pascuorum,B,ZH_U,2.372786465246679,15,3.6870184619857533,5.563350154715179,2.256429458921246,2.196109134852688,41.4315907884197,7.300690922683947
01_ZHUB_pB,ZH,U,B,B.lapidarius,B,ZH_U,0.45545331577083226,4,5.959503985343778,5,1,4.772432461406518,42.29332877588259,0.879347305962293
01_ZHUB_pL,ZH,U,B,B.lapidarius,L,ZH_U,0.606748176129765,5,5.914264480321311,4.999999999999999,1.0495248335731564,1.8798406097310287,46.94881340285786,1.0082217232491577
01_ZHUC_lB,ZH,U,C,B.pascuorum,B,ZH_U,0.3260026507396237,4,4.996681701671071,5.015836429749438,1,1.058894827826018,44.81554869973994,0.21973195302720208
01_ZHUC_pB,ZH,U,C,B.lapidarius,B,ZH_U,0,1,6,5.000000000000001,1,1,45.81712329,1
01_ZHUC_pL,ZH,U,C,B.lapidarius,L,ZH_U,0.07107259367161259,2,5.986605752258333,5,1,1,45.80065341102482,0.9886148894195826
02_1_BERD_lB,BE,R,D,B.pascuorum,B,BE_R,0.059870661040641135,2,5.9566010790225326,5.032549190733101,1,1.0216994604887337,45.81712329,1.0108497302443669
02_1_BERD_pB,BE,R,D,B.lapidarius,B,BE_R,0,1,6,5,1,1,45.81712329,1
02_2_BERD_lB,BE,R,D,B.pascuorum,B,BE_R,0.685522182623887,2,4.685000515547438,5.000000000000001,1,1,37.243664803486716,0.7370001031094877
02_2_BERD_lL,BE,R,D,B.pascuorum,L,BE_R,0.06248553327531926,2,5.965702127659574,5,1,1,45.59350998203829,0.993140425531915
02_2_BERD_pB,BE,R,D,B.lapidarius,B,BE_R,0,1,6,5,1,1,45.81712329,1
02_2_BERD_pL,BE,R,D,B.lapidarius,L,BE_R,0,1,6,5,1,1,45.81712329,1
02_BEUA_lB,BE,U,A,B.pascuorum,B,BE_U,0.7265987579615949,4,5.361693475510572,5.300966925718416,1,1.5888758358937285,32.29980667925809,0.9089643954455088
02_BEUA_lL,BE,U,A,B.pascuorum,L,BE_U,0.3274826031653859,2,4.2021902824736985,5.89890485876315,1,2.7978097175263006,4.631888550068699,0.7303285423710548
02_BEUA_pB,BE,U,A,B.lapidarius,B,BE_U,0.4341112639516179,3,5.950719305557551,5,1,1.451157643609605,44.97167953649588,0.9788649200212702
02_BEUA_pL,BE,U,A,B.lapidarius,L,BE_U,0.09404261131996436,2,5.999999999999999,5.000000000000001,1,1.0759201512510128,45.72892071423527,0.9981019962187248
02_BEUB_lB,BE,U,B,B.pascuorum,B,BE_U,1.8478862405948009,11,4.1450278899788415,6.050306877196665,1.0108762174544055,2.6118484323908433,53.46450639381751,1.0626449142317576
02_BEUB_pB,BE,U,B,B.lapidarius,B,BE_U,1.4132222161523007,7,3.305516707828727,5.937155949653345,1,4.586990805486953,50.8125781993161,3.398107537120244
02_BEUC_lB,BE,U,C,B.pascuorum,B,BE_U,1.512316004021168,8,4.904046904046903,5.728923728923729,1,2.434388272015556,655.6433861742743,0.7354731354731353
02_BEUC_pB,BE,U,C,B.lapidarius,B,BE_U,0.1115753944802306,2,5.952886750555145,5.023556624722428,1,1.023556624722428,45.65653487497095,1.0047113249444855
02_BEUC_pL,BE,U,C,B.lapidarius,L,BE_U,0,1,6,5,1,1,45.81712329,1
02_BSRD_lB,BS,R,D,B.pascuorum,B,BS_R,0.08206430134073053,2,5.951977912555444,4.999999999999999,1,1,45.50403162874128,0.990395582511089
02_BSRD_lL,BS,R,D,B.pascuorum,L,BS_R,0,1,6,4.999999999999999,1,1,45.81712329,1
02_BSRD_pB,BS,R,D,B.lapidarius,B,BS_R,0.37058322581822856,2,5.634467661691543,5.000000000000001,1,1,43.43394644086966,0.9268935323383087
02_BSRD_pL,BS,R,D,B.lapidarius,L,BS_R,0.06606397645838519,2,5.963275962096306,5,1,1,45.577692006454264,0.9926551924192611
02_BSRE_lB,BS,R,E,B.pascuorum,B,BS_R,0.6457848435181966,5,3.245889367853178,5.154126119614878,1,1.1427686430396735,29.68100711850552,0.44979737229291966
02_BSRE_pB,BS,R,E,B.lapidarius,B,BS_R,0,1,6.000000000000001,5,1,1,45.81712329,1
02_BSRF_lB,BS,R,F,B.pascuorum,B,BS_R,0.14608964306332659,3,3.0184342753887368,5.016278590562539,1.0162785905625387,1,26.487958818526316,0.407756502718382
02_BSUA_lB,BS,U,A,B.pascuorum,B,BS_U,0.9946808559487684,5,4.853973867315773,5.179690908673388,1,1.341171607688245,44.61141961525409,0.29260109766459236
02_BSUA_lL,BS,U,A,B.pascuorum,L,BS_U,1.0229082759708923,4,4.836868627680769,5.1942068049533185,1,1.5023633735692805,44.43084026435017,0.29574592757529605
02_BSUA_pB,BS,U,A,B.lapidarius,B,BS_U,0,1,6,5,1,1,45.81712329,1
02_BSUB_lB,BS,U,B,B.pascuorum,B,BS_U,0.45966535720229346,4,4.887058070708687,5.071604543273076,1,1.047736362182051,43.851903140181584,0.24099984002559602
02_BSUB_pB,BS,U,B,B.lapidarius,B,BS_U,1.1543621067650511,8,5.1210518399679135,5.035571041812895,1,1.0629175946547886,44.53987483681914,0.45785119823523507
02_BSUB_pL,BS,U,B,B.lapidarius,L,BS_U,0.19606379148348113,3,5.004118417424869,4.999999999999999,1,1,44.39757572076561,0.177458988144472
02_BSUC_lB,BS,U,C,B.pascuorum,B,BS_U,1.986324910094599,11,4.252598247761136,5.352681780212523,1.1239582726266102,2.1058142471394996,55.19002917726271,0.6640111117586497
02_BSUC_pB,BS,U,C,B.lapidarius,B,BS_U,1.8597526392333106,11,4.428911664748855,5.230351360753565,1.0517038622639765,1.4243205031645982,37.57670285604724,0.6286543659182746
02_ZHRD_lB,ZH,R,D,B.pascuorum,B,ZH_R,1.1498829928366299,6,4.545373213232752,5.152782578638091,1.0451190500396494,1.3918230126884283,36.971163271919316,0.33692930196620646
02_ZHRD_pB,ZH,R,D,B.lapidarius,B,ZH_R,1.4619925966664438,7,4.4469276925413945,4.921274494911135,1.0349764545040254,1.0699529090080506,37.356579131096005,0.7426088029773659
02_ZHRE_lB,ZH,R,E,B.pascuorum,B,ZH_R,0.15901057229115856,3,3.0371861483637552,5.041579391202633,1,1.027719594135089,26.595378636060165,0.4323848643943311
02_ZHRE_pB,ZH,R,E,B.lapidarius,B,ZH_R,0.2996541445576993,2,3.266273114664373,5,1,1,27.993926975480274,0.4532546229328746
02_ZHRE_pL,ZH,R,E,B.lapidarius,L,ZH_R,0.3015417889411992,4,3.1679391563246173,4.9880611974176805,1,1,27.567041520703803,0.43836335229785106
02_ZHRF_lB,ZH,R,F,B.pascuorum,B,ZH_R,1.0017401395760648,6,2.6310515268467736,7.082063782246596,1,2.3971155799309356,35.46083995425368,1.5444139752183625
02_ZHRF_pB,ZH,R,F,B.lapidarius,B,ZH_R,0.5115999862098781,3,5.6455026455026465,5,1,1,43.74659128384405,0.8995256340083928
02_ZHRF_pL,ZH,R,F,B.lapidarius,L,ZH_R,0.14004260941218677,2,5.968463697013621,4.999999999999999,1,1,45.778345517367455,0.9731941424615784
02_ZHUA_lB,ZH,U,A,B.pascuorum,B,ZH_U,0.1803398041317749,2,4.912074417462315,4.999999999999999,1,1,43.781679389914345,0.16099069781721057
02_ZHUA_lL,ZH,U,A,B.pascuorum,L,ZH_U,0,1,5,5,1,1,44.5875,0.15
02_ZHUA_pB,ZH,U,A,B.lapidarius,B,ZH_U,0.23425745410348248,4,5.890749386721532,5.027348263037113,1,1.0435704676742898,44.642342208270634,0.986447732847986
02_ZHUA_pL,ZH,U,A,B.lapidarius,L,ZH_U,0.07527902483749924,2,5.971238036229639,5.014380981885181,1,1.0287619637703609,45.15822806993543,0.9956857054344459
02_ZHUB_lB,ZH,U,B,B.pascuorum,B,ZH_U,0.33450640438726503,4,4.961146473822903,5.025064074025051,1.0751922220751562,1.0501281480501041,44.40428065108227,0.5805004391928483
02_ZHUB_lL,ZH,U,B,B.pascuorum,L,ZH_U,0,1,5,5,1,1,44.5875,0.15
02_ZHUB_pB,ZH,U,B,B.lapidarius,B,ZH_U,0,1,6,5,1,1,45.81712329,1
02_ZHUC_lB,ZH,U,C,B.pascuorum,B,ZH_U,0.07391310311045991,2,5.985941259519974,4.999999999999999,1,1,45.799836335277696,0.9880500705919785
02_ZHUC_pB,ZH,U,C,B.lapidarius,B,ZH_U,0.45113563354823205,2,5.164880689916835,5,1.334047724033266,1.6680954480665315,42.72265160604589,1.1670238620166329
02_ZHUC_pL,ZH,U,C,B.lapidarius,L,ZH_U,0.6723927717198153,2,2.992427041004801,4.999999999999999,2.2030291835980793,3.406058367196159,34.67278828700516,1.6015145917990397
03_1_BERD_lB,BE,R,D,B.pascuorum,B,BE_R,0.06746185847049913,2,5.962317967615067,5,1,1,45.57144612878486,0.9924635935230132
03_1_BERD_lL,BE,R,D,B.pascuorum,L,BE_R,0.22539666234689132,2,5.940569853758278,5,1,1,45.744046598053075,0.949484375694537
03_1_BERD_pB,BE,R,D,B.lapidarius,B,BE_R,0.18782830599201278,3,5.93424518894462,5,1,1,45.519197508664654,0.9707801872330293
03_1_BERD_pL,BE,R,D,B.lapidarius,L,BE_R,0,1,5.999999999999999,5,1,1,45.81712329,1
03_2_BERD_lB,BE,R,D,B.pascuorum,B,BE_R,0,1,6,5,1,1,45.81712329,1
03_2_BERD_lL,BE,R,D,B.pascuorum,L,BE_R,0,1,6,5,1,1,45.81712329,1
03_2_BERD_pB,BE,R,D,B.lapidarius,B,BE_R,0,1,6,5,1,1,45.81712329,1
03_BEUA_lB,BE,U,A,B.pascuorum,B,BE_U,0,1,3,5,1,1,26.25789474,0.4
03_BEUA_pB,BE,U,A,B.lapidarius,B,BE_U,0.990359830551498,6,5.4055873859126224,5.082204685497197,1.04974286905626,1.3748397757632849,41.605367664029615,0.8890514725186479
03_BEUB_lB,BE,U,B,B.pascuorum,B,BE_U,1.049827512753689,5,5.473739547567807,5.044060390005093,1,1.2531901574613569,43.68486172979416,0.6859506168783162
03_BEUB_lL,BE,U,B,B.pascuorum,L,BE_U,0.5639828763272369,5,4.985286220599291,5.016557476819533,1,1.224393768504159,43.1368229806691,0.22605520352271505
03_BEUB_pB,BE,U,B,B.lapidarius,B,BE_U,2.0958986920955245,10,3.940380538263137,5.733933804167285,1,1.6657664105437997,40.38401665440873,0.7000587417120168
03_BEUC_lB,BE,U,C,B.pascuorum,B,BE_U,0.9962149991165161,6,4.567678212698607,5.655262677299568,1,1.8042551896268335,46.6709869283655,0.6413267790832169
03_BEUC_pB,BE,U,C,B.lapidarius,B,BE_U,0.9787247984139518,6,5.369775607321724,5.272621954479834,1,1.186179977542909,48.661472507343646,1.0289928172955247
03_BSRD_lB,BS,R,D,B.pascuorum,B,BS_R,0.1116336763168738,2,5.929283176974223,5.000000000000001,1,1,45.35606778870298,0.9858566353948447
03_BSRD_lL,BS,R,D,B.pascuorum,L,BS_R,0,1,6,5,1,1,45.81712329,1
03_BSRD_pB,BS,R,D,B.lapidarius,B,BS_R,0.08758364679811013,2,5.947916321869518,5,1,1,45.47755110190708,0.9895832643739035
03_BSRD_pL,BS,R,D,B.lapidarius,L,BS_R,0.46202152367197574,3,5.675872932528223,5.108042355823926,1,1,47.72762294749242,1.021608471164785
03_BSRE_lB,BS,R,E,B.pascuorum,B,BS_R,0.7840128809202063,3,3.7595086318807995,5.169615004553293,1,1.1130766697021952,31.897144932295603,0.6536707291081357
03_BSRE_pB,BS,R,E,B.lapidarius,B,BS_R,0,1,6.000000000000001,5,1,1,45.81712329,1
03_BSRF_lB,BS,R,F,B.pascuorum,B,BS_R,0.09628065803977781,2,3.0586485196327664,4.999999999999999,1,1,26.640268006538815,0.4117297039265534
03_BSRF_pB,BS,R,F,B.lapidarius,B,BS_R,0.4953002340502958,4,3.298568248049668,5.020598403533223,1,1.0205984035332234,28.658812230755878,0.4364761887523305
03_BSUA_lB,BS,U,A,B.pascuorum,B,BS_U,0.9528121236396982,4,4.330235431579795,5.789656052324098,1,1.8869042023126823,54.79934512884071,0.5769114546260358
03_BSUA_pB,BS,U,A,B.lapidarius,B,BS_U,0.08197403952902484,2,5.984014549631472,4.999999999999999,1,1,45.79746720792572,0.9864123671867521
03_BSUA_pL,BS,U,A,B.lapidarius,L,BS_U,0,1,6,5,1,1,45.81712329,1
03_BSUB_lB,BS,U,B,B.pascuorum,B,BS_U,0.43533584322433505,3,4.985034157868428,5.000000000000001,1,1,43.8769916392711,0.22231849372131424
03_BSUB_pB,BS,U,B,B.lapidarius,B,BS_U,1.0687298693658782,5,5.341618201451115,5.052077215981208,1,2.541894784700779,42.19607550883172,0.5438952772462918
03_BSUB_pL,BS,U,B,B.lapidarius,L,BS_U,0.39620593122892667,3,5.847518046519919,4.999999999999999,1,1,45.271798791717316,0.9143570091792176
03_BSUC_lB,BS,U,C,B.pascuorum,B,BS_U,1.7863217784589664,11,3.6996620352985365,5.636274877957191,1.4536319056936493,1.815518032707684,34.97508721574003,2.4210829891100256
03_BSUC_pB,BS,U,C,B.lapidarius,B,BS_U,1.6097451538398826,10,4.0495474766068416,5.1310783862555605,1.01555069795981,1.1377320141125942,51.87987498783505,0.5583726415094342
03_ZHRD_lB,ZH,R,D,B.pascuorum,B,ZH_R,1.386952648227438,8,3.791990245732508,5.061264303132622,1.2726083639138177,1.6204992188351546,33.08586623683356,2.3334158694428813
03_ZHRD_pB,ZH,R,D,B.lapidarius,B,ZH_R,0.13870826316632695,2,5.906557829809433,5.000000000000001,1,1,45.207904369011565,0.9813115659618866
03_ZHRE_lB,ZH,R,E,B.pascuorum,B,ZH_R,0.8125828276890088,4,2.8626598752132715,7.157689577443739,1,2.465235313897156,38.08303472449323,1.669823281069031
03_ZHRE_pB,ZH,R,E,B.lapidarius,B,ZH_R,1.1969213262011993,5,3.2688324873096453,6.6529659173314,1,2.1261493836113132,37.499029350665126,1.4740174039158818
03_ZHRF_lB,ZH,R,F,B.pascuorum,B,ZH_R,0,1,2,8,1,3,NA,2
03_ZHRF_pB,ZH,R,F,B.lapidarius,B,ZH_R,0.35619384042917923,3,5.723990552243842,5.020695084917332,1,1,44.392918523639594,0.9613541783826342
03_ZHRF_pL,ZH,R,F,B.lapidarius,L,ZH_R,0,1,6,5.000000000000001,1,1,45.81712329,1
03_ZHUA_lB,ZH,U,A,B.pascuorum,B,ZH_U,1.2973759613069489,6,3.95399560117302,5.629099783917271,1,1.8170242321345884,32.34501651104928,0.9316966352832226
03_ZHUA_lL,ZH,U,A,B.pascuorum,L,ZH_U,0.7623145857608677,3,4,5.315654232224909,1,1.5808154327160415,29.01799470892773,0.7936810926443969
03_ZHUA_pB,ZH,U,A,B.lapidarius,B,ZH_U,0.2943542050186125,4,4.947334688826025,5.024840876944837,1,1.0993635077793495,44.37170869399851,0.318188096711457
03_ZHUB_lB,ZH,U,B,B.pascuorum,B,ZH_U,0.8139894996627366,4,4.5176740790314245,5.013384844705381,1.040154534116144,1.911933805858911,74.98856609508879,1.0043827761384738
03_ZHUB_lL,ZH,U,B,B.pascuorum,L,ZH_U,0.33602695389676324,3,4.809912026161854,5.036463850889718,1.109391552669154,1.1613928423379853,47.69686187418338,1.4583628882440554
03_ZHUB_pB,ZH,U,B,B.lapidarius,B,ZH_U,0.09845811530898968,2,5.9597845236481914,5.020107738175905,1,1.0402154763518092,44.89584457091154,0.9939676785472287
03_ZHUB_pL,ZH,U,B,B.lapidarius,L,ZH_U,0.9233452077929788,5,5.040518417462483,4.976931663152673,1,2.5115341684236636,48.63717040682591,0.9819992558601017
03_ZHUC_lB,ZH,U,C,B.pascuorum,B,ZH_U,1.7417407685035085,9,3.261834982588008,5.546477950556839,1,1.1170512949712788,32.226640451820465,0.684942936937558
03_ZHUC_pB,ZH,U,C,B.lapidarius,B,ZH_U,0.12149503898636109,2,6,4.973738851865767,1,1.1575668888053945,44.61391302819692,0.9842433111194606
04_1_BERD_lB,BE,R,D,B.pascuorum,B,BE_R,0.7401201432054059,3,4.717973174366616,5,1,1.0248882265275707,38.448472227167656,0.7485722801788375
04_1_BERD_lL,BE,R,D,B.pascuorum,L,BE_R,0,1,3,5,1,1,26.25789474,0.4
04_1_BERD_pB,BE,R,D,B.lapidarius,B,BE_R,0,1,6,5,1,1,45.81712329,1
04_1_BERD_pL,BE,R,D,B.lapidarius,L,BE_R,0,1,6,5,1,1,45.81712329,1
04_2_BERD_lB,BE,R,D,B.pascuorum,B,BE_R,0.6615518375877834,2,4.875066947548827,5,1,1,38.48284906455279,0.7750133895097654
04_2_BERD_pB,BE,R,D,B.lapidarius,B,BE_R,0.057380271821597016,2,5.969096909690969,4.999999999999999,1,1,45.61564308791479,0.9938193819381939
04_BEUA_pB,BE,U,A,B.lapidarius,B,BE_U,0.8800437346536476,5,4.957119741100324,5.010502534041644,1,3.348110154484948,45.38431778777199,1.215728613299139
04_BEUB_lB,BE,U,B,B.pascuorum,B,BE_U,0,1,6,5,1,1,45.81712329,1
04_BEUB_pB,BE,U,B,B.lapidarius,B,BE_U,1.433899642580358,10,3.492985145012969,6.033674251355812,1.0935345141774182,2.8032509658138354,29.9049008514465,0.6697351744871494
04_BEUC_lB,BE,U,C,B.pascuorum,B,BE_U,0.18451447855625783,3,3.069481705576802,5.021105656715566,1,1.021105656715566,26.999813541672044,0.41178577544380385
04_BEUC_lL,BE,U,C,B.pascuorum,L,BE_U,0.8868679631671135,4,4.5011156170094955,4.62407778374945,1,1.818586016514389,56.62269769504981,0.3902167717138157
04_BEUC_pB,BE,U,C,B.lapidarius,B,BE_U,1.3633282724477445,8,4.507373617844282,5.460281711646371,1,1.954409537987811,86.86914847515102,1.326831952768129
04_BSRD_lB,BS,R,D,B.pascuorum,B,BS_R,0,1,6,4.999999999999999,1,1,45.81712329,1
04_BSRD_lL,BS,R,D,B.pascuorum,L,BS_R,0.16501039583679256,3,5.945291201982651,5.000000000000001,1,1,45.57548134632032,0.9749225526641884
04_BSRD_pB,BS,R,D,B.lapidarius,B,BS_R,0.1356347076628824,2,5.909228728444192,5.000000000000001,1,1,45.22531794128861,0.9818457456888383
04_BSRE_lB,BS,R,E,B.pascuorum,B,BS_R,0.08433118526191705,2,3.049680289949023,5.000000000000001,1,1,26.58179745518107,0.40993605798980465
04_BSRE_pB,BS,R,E,B.lapidarius,B,BS_R,0,1,6,5.000000000000001,1,1,45.81712329,1
04_BSRE_pL,BS,R,E,B.lapidarius,L,BS_R,0.1296593420062774,3,5.9487721771824695,5.0128069557043835,1,1,57.43140405153099,1.0025613911408766
04_BSRF_lB,BS,R,F,B.pascuorum,B,BS_R,0.2213431967215623,4,3.0441135661177188,5.0357118934384655,1,1.0357118934384657,26.732095178830438,0.4083830129278585
04_BSRF_pB,BS,R,F,B.lapidarius,B,BS_R,0.9660273588544808,5,5.0337126562375065,5.081549982677291,1,1.0972736721477494,41.09259052284066,0.7945380166831011
04_BSUA_lB,BS,U,A,B.pascuorum,B,BS_U,0.28368583247902157,3,5.879785845299668,5.052514169572187,1,1.0525141695721862,45.83256068871656,0.9608349719913413
04_BSUA_lL,BS,U,A,B.pascuorum,L,BS_U,0.7857781825494408,4,4.606809094024905,5.690437564263681,1,1.717833885524963,48.667717418249055,0.6580109676682281
04_BSUA_pB,BS,U,A,B.lapidarius,B,BS_U,0.0738651023045752,2,5.957857655424358,5.01404744819188,1,1.0280948963837606,45.95361124715833,1.0140474481918802
04_BSUB_lB,BS,U,B,B.pascuorum,B,BS_U,1.6061725817810921,7,4.492979268191955,5.532873544230611,1,2.4183254218357346,200.94437222794298,0.7138163872140089
04_BSUB_pB,BS,U,B,B.lapidarius,B,BS_U,0.5426882570224805,3,4.030032550096633,5.177576034991353,1,5.3921905197843545,3.572326045123794,1.3504310344827584
04_BSUB_pL,BS,U,B,B.lapidarius,L,BS_U,0.7569322516879715,3,4.031291535335891,5.546196787301106,1,4.283180799756958,1.2758806891165917,1.055219686325143
04_BSUC_lB,BS,U,C,B.pascuorum,B,BS_U,1.2252253157025956,8,3.940944380806924,5.437011582028764,1.094514445717195,1.9714394807178302,1382.0800388103107,0.9796650120911284
04_BSUC_pB,BS,U,C,B.lapidarius,B,BS_U,1.5739978162135422,9,4.210506380057289,5.529509244572808,1.1065389726435413,1.7319571094716584,43.25842505215679,0.5352863331834002
04_ZHRD_lB,ZH,R,D,B.pascuorum,B,ZH_R,1.338780831083359,7,4.76344306426707,5.12504953606909,1.0495224039683517,1.1515188783667445,40.57113518400814,0.6563795624427777
04_ZHRD_pB,ZH,R,D,B.lapidarius,B,ZH_R,0.7444354245043024,5,5.522731082576188,5.080464009119255,1.0402320045596272,1.186575921145271,42.92025285319743,0.875186073021088
04_ZHRE_lB,ZH,R,E,B.pascuorum,B,ZH_R,0.9205516935994971,6,5.582125603864734,5.038647342995169,1,1.0748792270531402,43.59820658512315,0.8170289855072462
04_ZHRE_lL,ZH,R,E,B.pascuorum,L,ZH_R,0.17261626229485696,2,4.917042047813053,5,1,2.9170420478130525,4.846553001898992,0.9751126143439158
04_ZHRE_pB,ZH,R,E,B.lapidarius,B,ZH_R,0,1,6.000000000000001,5,1,1,45.81712329,1
04_ZHRE_pL,ZH,R,E,B.lapidarius,L,ZH_R,0,1,6,5,1,1,45.81712329,1
04_ZHRF_lB,ZH,R,F,B.pascuorum,B,ZH_R,0.09564035572542391,2,2.0775445456893054,7.941841590733022,1,2.9612277271553475,45.81712329,1.9806138635776738
04_ZHRF_pB,ZH,R,F,B.lapidarius,B,ZH_R,1.8711382347243335,10,4.214606774582097,5.265959634536855,1.089979253413031,1.727059062486398,40.19405979337441,1.4688768765239861
04_ZHUA_lB,ZH,U,A,B.pascuorum,B,ZH_U,1.465348134133634,8,3.647962073377944,5.450011537412684,1,1.3256382286924968,39.52862394866463,0.5712157286400541
04_ZHUA_pB,ZH,U,A,B.lapidarius,B,ZH_U,0.6924995998416105,5,3.3478533129818797,4.9435247152753305,1,1,30.21827016456922,0.5152675042072719
