"","ID","Shannon","NrSpecies","location","landscape","replicate","bbspecies","bborgan","site"
"1035","25_ZHRF_pL",0.0668682320249055,2,"ZH","R","F","B.lapidarius","L","ZH_R"
"1036","25_ZHUA_lB",1.50246510171802,6,"ZH","U","A","B.pascuorum","B","ZH_U"
"1037","25_ZHUA_pB",0.0728927054078266,2,"ZH","U","A","B.lapidarius","B","ZH_U"
"1038","25_ZHUB_lB",0.91908847857074,7,"ZH","U","B","B.pascuorum","B","ZH_U"
"1039","25_ZHUB_lL",0.726721860913497,3,"ZH","U","B","B.pascuorum","L","ZH_U"
"1040","25_ZHUB_pB",0,1,"ZH","U","B","B.lapidarius","B","ZH_U"
"1041","25_ZHUC_lB",1.38240049868564,9,"ZH","U","C","B.pascuorum","B","ZH_U"
"1042","25_ZHUC_pB",0.882739569084995,5,"ZH","U","C","B.lapidarius","B","ZH_U"
"1043","26_BERD_pB",0,1,"BE","R","D","B.lapidarius","B","BE_R"
"1044","26_BEUA_pB",0.0681302247259381,2,"BE","U","A","B.lapidarius","B","BE_U"
"1045","26_BEUA_pL",0,1,"BE","U","A","B.lapidarius","L","BE_U"
"1046","26_BEUB_pB",1.24313524468128,5,"BE","U","B","B.lapidarius","B","BE_U"
"1047","26_BSRD_lB",1.10594235382154,5,"BS","R","D","B.pascuorum","B","BS_R"
"1048","26_BSRD_lL",1.02538266584957,5,"BS","R","D","B.pascuorum","L","BS_R"
"1049","26_BSRD_pB",0,1,"BS","R","D","B.lapidarius","B","BS_R"
"1050","26_BSRE_lB",0.132359322321146,2,"BS","R","E","B.pascuorum","B","BS_R"
"1051","26_BSRE_pB",0,1,"BS","R","E","B.lapidarius","B","BS_R"
"1052","26_BSRE_pL_E5",0,1,"BS","R","E","B.lapidarius","L_E5","BS_R"
"1053","26_BSRE_pL_F5",0.827258989414601,6,"BS","R","E","B.lapidarius","L_F5","BS_R"
"1054","26_BSRF_lB",0.443417247942811,3,"BS","R","F","B.pascuorum","B","BS_R"
"1055","26_BSRF_pB",0.225203968055417,4,"BS","R","F","B.lapidarius","B","BS_R"
"1056","26_BSRF_pL",0,1,"BS","R","F","B.lapidarius","L","BS_R"
"1057","26_BSUA_lB",1.14836635962607,5,"BS","U","A","B.pascuorum","B","BS_U"
"1058","26_BSUA_pB",0.10635624500957,2,"BS","U","A","B.lapidarius","B","BS_U"
"1059","26_BSUA_pL",0.36066525413107,3,"BS","U","A","B.lapidarius","L","BS_U"
"1060","26_BSUB_lB",0.585981632594348,6,"BS","U","B","B.pascuorum","B","BS_U"
"1061","26_BSUB_lL",0.132623068295904,2,"BS","U","B","B.pascuorum","L","BS_U"
"1062","26_BSUB_pB",0.698837247362002,4,"BS","U","B","B.lapidarius","B","BS_U"
"1063","26_BSUB_pL",0.0810124994531157,2,"BS","U","B","B.lapidarius","L","BS_U"
"1064","26_BSUC_lB",0.842681444685739,5,"BS","U","C","B.pascuorum","B","BS_U"
"1065","26_BSUC_pB",0.499544410876351,5,"BS","U","C","B.lapidarius","B","BS_U"
"1066","26_ZHRD_lB",1.68068920460334,8,"ZH","R","D","B.pascuorum","B","ZH_R"
"1067","26_ZHRD_pB",0.177476937641399,2,"ZH","R","D","B.lapidarius","B","ZH_R"
"1068","26_ZHRE_lB",0.15583904110652,2,"ZH","R","E","B.pascuorum","B","ZH_R"
"1069","26_ZHRE_lL",0.0757091423456299,2,"ZH","R","E","B.pascuorum","L","ZH_R"
"1070","26_ZHRE_pB",0,1,"ZH","R","E","B.lapidarius","B","ZH_R"
"1071","26_ZHRF_lB",0.919551766749056,4,"ZH","R","F","B.pascuorum","B","ZH_R"
"1072","26_ZHRF_pB",0,1,"ZH","R","F","B.lapidarius","B","ZH_R"
"1073","26_ZHUA_lB",1.98243407812473,10,"ZH","U","A","B.pascuorum","B","ZH_U"
"1074","26_ZHUA_pB",0.357147376516919,2,"ZH","U","A","B.lapidarius","B","ZH_U"
"1075","26_ZHUA_pL",0.364006129176585,2,"ZH","U","A","B.lapidarius","L","ZH_U"
"1076","26_ZHUB_lB",1.27695306774414,7,"ZH","U","B","B.pascuorum","B","ZH_U"
"1077","26_ZHUB_pB",1.48552484939403,7,"ZH","U","B","B.lapidarius","B","ZH_U"
"1078","26_ZHUC_lB",1.18024108380411,10,"ZH","U","C","B.pascuorum","B","ZH_U"
"1079","26_ZHUC_pB",1.51157877592011,10,"ZH","U","C","B.lapidarius","B","ZH_U"
"1080","26_ZHUC_pL",0.820198022275822,4,"ZH","U","C","B.lapidarius","L","ZH_U"
"1081","27_BERD_pB",0.770126188576738,4,"BE","R","D","B.lapidarius","B","BE_R"
"1082","27_BERD_pL",0.672617082745435,2,"BE","R","D","B.lapidarius","L","BE_R"
"1083","27_BEUA_pB",0.292421801473674,2,"BE","U","A","B.lapidarius","B","BE_U"
"1084","27_BEUA_pL",1.18719907566732,5,"BE","U","A","B.lapidarius","L","BE_U"
"1085","27_BEUB_pB",0.801200020380622,5,"BE","U","B","B.lapidarius","B","BE_U"
"1086","27_BSRD_lB",0,1,"BS","R","D","B.pascuorum","B","BS_R"
"1087","27_BSRD_lL",0,1,"BS","R","D","B.pascuorum","L","BS_R"
"1088","27_BSRD_pB",0,1,"BS","R","D","B.lapidarius","B","BS_R"
"1089","27_BSRE_lB",1.00517950846705,4,"BS","R","E","B.pascuorum","B","BS_R"
"1090","27_BSRE_pB",0.0617201838151475,2,"BS","R","E","B.lapidarius","B","BS_R"
"1091","27_BSRF_lB",0.0912663478134383,2,"BS","R","F","B.pascuorum","B","BS_R"
"1092","27_BSRF_lL",0.0681308615909462,2,"BS","R","F","B.pascuorum","L","BS_R"
"1093","27_BSRF_pB",0.626029733297502,7,"BS","R","F","B.lapidarius","B","BS_R"
"1094","27_BSUA_lB",1.14519525659966,7,"BS","U","A","B.pascuorum","B","BS_U"
"1095","27_BSUA_pB",0.503858482106984,3,"BS","U","A","B.lapidarius","B","BS_U"
"1096","27_BSUB_lB",0.255637479623084,3,"BS","U","B","B.pascuorum","B","BS_U"
"1097","27_BSUB_lL",0.765892878973126,4,"BS","U","B","B.pascuorum","L","BS_U"
"1098","27_BSUB_pB",0.596702727144475,4,"BS","U","B","B.lapidarius","B","BS_U"
"1099","27_BSUB_pL",0.0883958971977817,2,"BS","U","B","B.lapidarius","L","BS_U"
"1100","27_BSUC_lB",0.885052213484401,4,"BS","U","C","B.pascuorum","B","BS_U"
"1101","27_BSUC_pB",0.131517613112339,2,"BS","U","C","B.lapidarius","B","BS_U"
"1102","27_ZHRD_lB",1.09766550929716,7,"ZH","R","D","B.pascuorum","B","ZH_R"
"1103","27_ZHRD_pB",0.927712884068044,4,"ZH","R","D","B.lapidarius","B","ZH_R"
"1104","27_ZHRE_lB",0.457664989270735,3,"ZH","R","E","B.pascuorum","B","ZH_R"
"1105","27_ZHRE_lL",0.99087081942565,5,"ZH","R","E","B.pascuorum","L","ZH_R"
"1106","27_ZHRE_pB",0.181068824590196,3,"ZH","R","E","B.lapidarius","B","ZH_R"
"1107","27_ZHRF_lB",0.912169016788162,3,"ZH","R","F","B.pascuorum","B","ZH_R"
"1108","27_ZHRF_lL",0.48937319636338,3,"ZH","R","F","B.pascuorum","L","ZH_R"
"1109","27_ZHRF_pB",0.213597869543352,2,"ZH","R","F","B.lapidarius","B","ZH_R"
"1110","27_ZHRF_pL",0,1,"ZH","R","F","B.lapidarius","L","ZH_R"
"1111","27_ZHUA_lB",1.09653289438706,4,"ZH","U","A","B.pascuorum","B","ZH_U"
"1112","27_ZHUA_pB",1.48175458572067,6,"ZH","U","A","B.lapidarius","B","ZH_U"
"1113","27_ZHUB_lB",0.502399397658938,3,"ZH","U","B","B.pascuorum","B","ZH_U"
"1114","27_ZHUB_pB",0.0641116285604281,2,"ZH","U","B","B.lapidarius","B","ZH_U"
"1115","27_ZHUB_pL",1.5931371493296,7,"ZH","U","B","B.lapidarius","L","ZH_U"
"1116","27_ZHUC_lB",0.295770795807383,2,"ZH","U","C","B.pascuorum","B","ZH_U"
"1117","27_ZHUC_lL",0.753716526598771,3,"ZH","U","C","B.pascuorum","L","ZH_U"
"1118","27_ZHUC_pB",0.593771846550672,4,"ZH","U","C","B.lapidarius","B","ZH_U"
"1119","27_ZHUC_pL",0.443538581802807,3,"ZH","U","C","B.lapidarius","L","ZH_U"
"1120","28_BERD_pB",0,1,"BE","R","D","B.lapidarius","B","BE_R"
"1121","28_BEUB_pB",1.82815688413585,9,"BE","U","B","B.lapidarius","B","BE_U"
"1122","28_BSRD_lB",0.941139010008941,4,"BS","R","D","B.pascuorum","B","BS_R"
"1123","28_BSRD_pB",0,1,"BS","R","D","B.lapidarius","B","BS_R"
"1124","28_BSRE_lB",0.915907577794448,5,"BS","R","E","B.pascuorum","B","BS_R"
"1125","28_BSRE_pB",0.666960636581963,3,"BS","R","E","B.lapidarius","B","BS_R"
"1126","28_BSRF_lB",0.683520711684284,3,"BS","R","F","B.pascuorum","B","BS_R"
"1127","28_BSRF_pB",1.14382411272679,7,"BS","R","F","B.lapidarius","B","BS_R"
"1128","28_BSRF_pL",0.968953056627535,4,"BS","R","F","B.lapidarius","L","BS_R"
"1129","28_BSUA_lB",1.12853698035645,8,"BS","U","A","B.pascuorum","B","BS_U"
"1130","28_BSUA_pB",0.426691287607137,4,"BS","U","A","B.lapidarius","B","BS_U"
"1131","28_BSUB_lB",0.595984208661393,6,"BS","U","B","B.pascuorum","B","BS_U"
"1132","28_BSUB_pB",0,1,"BS","U","B","B.lapidarius","B","BS_U"
"1133","28_BSUC_lB",0.964020004839795,4,"BS","U","C","B.pascuorum","B","BS_U"
"1134","28_BSUC_lL",0.935681928082292,4,"BS","U","C","B.pascuorum","L","BS_U"
"1135","28_BSUC_pB",0,1,"BS","U","C","B.lapidarius","B","BS_U"
"1136","28_ZHRD_lB",1.0356525790644,5,"ZH","R","D","B.pascuorum","B","ZH_R"
"1137","28_ZHRD_pB",0.713555662801261,5,"ZH","R","D","B.lapidarius","B","ZH_R"
"1138","28_ZHRE_lB",0.656412958636357,4,"ZH","R","E","B.pascuorum","B","ZH_R"
"1139","28_ZHRE_pB",0,1,"ZH","R","E","B.lapidarius","B","ZH_R"
"1140","28_ZHRE_pL",0,1,"ZH","R","E","B.lapidarius","L","ZH_R"
"1141","28_ZHRF_lB",0.906798221270551,5,"ZH","R","F","B.pascuorum","B","ZH_R"
"1142","28_ZHRF_pB",0,1,"ZH","R","F","B.lapidarius","B","ZH_R"
"1143","28_ZHUA_lB",1.73668878458695,8,"ZH","U","A","B.pascuorum","B","ZH_U"
"1144","28_ZHUA_pB",0.723500523425769,6,"ZH","U","A","B.lapidarius","B","ZH_U"
"1145","28_ZHUB_lB",0.366660442959279,3,"ZH","U","B","B.pascuorum","B","ZH_U"
"1146","28_ZHUB_lL",0.79465785926989,3,"ZH","U","B","B.pascuorum","L","ZH_U"
"1147","28_ZHUB_pB",0,1,"ZH","U","B","B.lapidarius","B","ZH_U"
"1148","28_ZHUB_pL",0.723160907871652,5,"ZH","U","B","B.lapidarius","L","ZH_U"
"1149","28_ZHUC_lB",1.1893821284022,5,"ZH","U","C","B.pascuorum","B","ZH_U"
"1150","28_ZHUC_lL",0.399466530361831,4,"ZH","U","C","B.pascuorum","L","ZH_U"
"1151","28_ZHUC_pB",0.254154853335044,3,"ZH","U","C","B.lapidarius","B","ZH_U"
"1152","29_BERD_pB",0.437671545121438,2,"BE","R","D","B.lapidarius","B","BE_R"
"1153","29_BEUA_pB",0.266959662151069,2,"BE","U","A","B.lapidarius","B","BE_U"
"1154","29_BEUB_pB",1.89094225487031,13,"BE","U","B","B.lapidarius","B","BE_U"
"1155","29_BSRD_lB",0.216077498211783,2,"BS","R","D","B.pascuorum","B","BS_R"
"1156","29_BSRD_pB",0,1,"BS","R","D","B.lapidarius","B","BS_R"
"1157","29_BSRD_pL",0,1,"BS","R","D","B.lapidarius","L","BS_R"
"1158","29_BSRE_lB",0.380980163689994,3,"BS","R","E","B.pascuorum","B","BS_R"
"1159","29_BSRE_pB",0.101490210730788,2,"BS","R","E","B.lapidarius","B","BS_R"
"1160","29_BSRF_lB",0.34276376241277,2,"BS","R","F","B.pascuorum","B","BS_R"
"1161","29_BSRF_lL",0.331520965049315,3,"BS","R","F","B.pascuorum","L","BS_R"
"1162","29_BSRF_pB",0.626664910208966,7,"BS","R","F","B.lapidarius","B","BS_R"
"1163","29_BSUA_lB",1.49723001272323,10,"BS","U","A","B.pascuorum","B","BS_U"
"1164","29_BSUA_pB",0.698895844823782,3,"BS","U","A","B.lapidarius","B","BS_U"
"1165","29_BSUB_lB",1.9056105778858,9,"BS","U","B","B.pascuorum","B","BS_U"
"1166","29_BSUB_pB",0.244058857958879,3,"BS","U","B","B.lapidarius","B","BS_U"
"1167","29_BSUB_pL",0.404834617352403,3,"BS","U","B","B.lapidarius","L","BS_U"
"1168","29_BSUC_lB",1.14341954084237,5,"BS","U","C","B.pascuorum","B","BS_U"
"1169","29_BSUC_pB",2.18141579384108,12,"BS","U","C","B.lapidarius","B","BS_U"
"1170","29_ZHRD_lB",1.09557374704499,6,"ZH","R","D","B.pascuorum","B","ZH_R"
"1171","29_ZHRD_pB",0.0870860550751188,2,"ZH","R","D","B.lapidarius","B","ZH_R"
"1172","29_ZHRD_pL",0.0689243491625991,2,"ZH","R","D","B.lapidarius","L","ZH_R"
"1173","29_ZHRE_lB",0.130361578114344,3,"ZH","R","E","B.pascuorum","B","ZH_R"
"1174","29_ZHRE_lL",0.218364565769471,3,"ZH","R","E","B.pascuorum","L","ZH_R"
"1175","29_ZHRE_pB",0.503962412860114,2,"ZH","R","E","B.lapidarius","B","ZH_R"
"1176","29_ZHRF_lB",0.219292986932038,3,"ZH","R","F","B.pascuorum","B","ZH_R"
"1177","29_ZHRF_pB",0,1,"ZH","R","F","B.lapidarius","B","ZH_R"
"1178","29_ZHUA_lB",0.781357530379457,5,"ZH","U","A","B.pascuorum","B","ZH_U"
"1179","29_ZHUA_pB",0.178925987496144,3,"ZH","U","A","B.lapidarius","B","ZH_U"
"1180","29_ZHUB_lB",1.28390770575906,6,"ZH","U","B","B.pascuorum","B","ZH_U"
"1181","29_ZHUB_lL",0.982308407610018,3,"ZH","U","B","B.pascuorum","L","ZH_U"
"1182","29_ZHUC_lB",1.56672177368504,6,"ZH","U","C","B.pascuorum","B","ZH_U"
"1183","29_ZHUC_pB",0,1,"ZH","U","C","B.lapidarius","B","ZH_U"
"1184","30_BERD_pB",0,1,"BE","R","D","B.lapidarius","B","BE_R"
"1185","30_BEUA_pB_E5",0.10218430053042,2,"BE","U","A","B.lapidarius","B_E5","BE_U"
"1186","30_BEUA_pB_F5",0.071686497051317,2,"BE","U","A","B.lapidarius","B_F5","BE_U"
"1187","30_BEUB_pB",1.2334805087977,5,"BE","U","B","B.lapidarius","B","BE_U"
"1188","30_BEUB_pL",0.567430638647201,4,"BE","U","B","B.lapidarius","L","BE_U"
"1189","30_BSRD_lB",0.662566302111895,4,"BS","R","D","B.pascuorum","B","BS_R"
"1190","30_BSRD_lL",0.188668667870396,2,"BS","R","D","B.pascuorum","L","BS_R"
"1191","30_BSRD_pB",0,1,"BS","R","D","B.lapidarius","B","BS_R"
"1192","30_BSRD_pL",0.0668558040760468,2,"BS","R","D","B.lapidarius","L","BS_R"
"1193","30_BSRE_lB",0.542635589406583,4,"BS","R","E","B.pascuorum","B","BS_R"
"1194","30_BSRE_pB",0.12300542662127,2,"BS","R","E","B.lapidarius","B","BS_R"
"1195","30_BSRF_lB",0.751102883192296,3,"BS","R","F","B.pascuorum","B","BS_R"
"1196","30_BSRF_lL",0.271091111368404,2,"BS","R","F","B.pascuorum","L","BS_R"
"1197","30_BSUA_lB",1.05091307991864,7,"BS","U","A","B.pascuorum","B","BS_U"
"1198","30_BSUA_pB",0.0831669029366679,2,"BS","U","A","B.lapidarius","B","BS_U"
"1199","30_BSUA_pL",0,1,"BS","U","A","B.lapidarius","L","BS_U"
"1200","30_BSUB_lB",0.1648571163606,3,"BS","U","B","B.pascuorum","B","BS_U"
"1201","30_BSUB_pB",0.333872148238233,5,"BS","U","B","B.lapidarius","B","BS_U"
"1202","30_BSUC_lB",1.98183441346761,12,"BS","U","C","B.pascuorum","B","BS_U"
"1203","30_BSUC_pB",0.154601936169264,3,"BS","U","C","B.lapidarius","B","BS_U"
"1204","30_BSUC_pL",0,1,"BS","U","C","B.lapidarius","L","BS_U"
"1205","30_ZHRD_lB",0.0706625532567572,2,"ZH","R","D","B.pascuorum","B","ZH_R"
"1206","30_ZHRD_pB",0.795350729420083,3,"ZH","R","D","B.lapidarius","B","ZH_R"
"1207","30_ZHRE_lB",0.898626706642163,5,"ZH","R","E","B.pascuorum","B","ZH_R"
"1208","30_ZHRE_pB",0.326281113682216,4,"ZH","R","E","B.lapidarius","B","ZH_R"
"1209","30_ZHRE_pL",0,1,"ZH","R","E","B.lapidarius","L","ZH_R"
"1210","30_ZHRF_lB",0.986291246872871,3,"ZH","R","F","B.pascuorum","B","ZH_R"
"1211","30_ZHRF_pB",0.0953570300058497,2,"ZH","R","F","B.lapidarius","B","ZH_R"
"1212","30_ZHUA_lB",1.74444128178676,12,"ZH","U","A","B.pascuorum","B","ZH_U"
"1213","30_ZHUA_pB",1.08522470347543,6,"ZH","U","A","B.lapidarius","B","ZH_U"
"1214","30_ZHUA_pL",0.31514192859347,3,"ZH","U","A","B.lapidarius","L","ZH_U"
"1215","30_ZHUB_lB",0,1,"ZH","U","B","B.pascuorum","B","ZH_U"
"1216","30_ZHUB_lL",0.464618310841093,3,"ZH","U","B","B.pascuorum","L","ZH_U"
"1217","30_ZHUB_pB",0,1,"ZH","U","B","B.lapidarius","B","ZH_U"
"1218","30_ZHUB_pL",0,1,"ZH","U","B","B.lapidarius","L","ZH_U"
"1219","30_ZHUC_lB",1.74597500177282,9,"ZH","U","C","B.pascuorum","B","ZH_U"
"1220","30_ZHUC_pB",0.5269111198377,3,"ZH","U","C","B.lapidarius","B","ZH_U"
"1221","30_ZHUC_pL",0.473413220038983,3,"ZH","U","C","B.lapidarius","L","ZH_U"
"1222","31_BERD_pB",0,1,"BE","R","D","B.lapidarius","B","BE_R"
"1223","31_BERD_pL",0,1,"BE","R","D","B.lapidarius","L","BE_R"
"1224","31_BEUA_pB",0.485224390819975,3,"BE","U","A","B.lapidarius","B","BE_U"
"1225","31_BEUA_pL",0,1,"BE","U","A","B.lapidarius","L","BE_U"
"1226","31_BEUB_pB",1.24178053098323,8,"BE","U","B","B.lapidarius","B","BE_U"
"1227","31_BSRD_lB",0.647532381172158,4,"BS","R","D","B.pascuorum","B","BS_R"
"1228","31_BSRD_lL",0.1156434759091,2,"BS","R","D","B.pascuorum","L","BS_R"
"1229","31_BSRD_pB",0.115253888892659,2,"BS","R","D","B.lapidarius","B","BS_R"
"1230","31_BSRE_lB",0.338088506748291,3,"BS","R","E","B.pascuorum","B","BS_R"
"1231","31_BSRE_lL",1.03832211231552,4,"BS","R","E","B.pascuorum","L","BS_R"
"1232","31_BSRE_pB",0.0841541344744269,2,"BS","R","E","B.lapidarius","B","BS_R"
"1233","31_BSRE_pL",0,1,"BS","R","E","B.lapidarius","L","BS_R"
"1234","31_BSRF_pB",0.441937935568433,5,"BS","R","F","B.lapidarius","B","BS_R"
"1235","31_BSUA_lB",2.03845368205493,13,"BS","U","A","B.pascuorum","B","BS_U"
"1236","31_BSUA_pB",0.196930904141594,3,"BS","U","A","B.lapidarius","B","BS_U"
"1237","31_BSUB_lB",0.663741613408387,3,"BS","U","B","B.pascuorum","B","BS_U"
"1238","31_BSUB_pB",0.106440762447958,2,"BS","U","B","B.lapidarius","B","BS_U"
"1239","31_BSUC_lB",1.21842043236602,6,"BS","U","C","B.pascuorum","B","BS_U"
"1240","31_BSUC_pB",0.96754528135189,4,"BS","U","C","B.lapidarius","B","BS_U"
"1241","31_BSUC_pL",0.156139569038305,3,"BS","U","C","B.lapidarius","L","BS_U"
"1242","31_ZHRD_lB",0.543593678396764,4,"ZH","R","D","B.pascuorum","B","ZH_R"
"1243","31_ZHRD_lL",0.611575093514059,3,"ZH","R","D","B.pascuorum","L","ZH_R"
"1244","31_ZHRD_pB",0.296862967295644,4,"ZH","R","D","B.lapidarius","B","ZH_R"
"1245","31_ZHRE_lB",0,1,"ZH","R","E","B.pascuorum","B","ZH_R"
"1246","31_ZHRE_pB",0,1,"ZH","R","E","B.lapidarius","B","ZH_R"
"1247","31_ZHRF_lB",0.766990285534099,6,"ZH","R","F","B.pascuorum","B","ZH_R"
"1248","31_ZHRF_pB",0,1,"ZH","R","F","B.lapidarius","B","ZH_R"
"1249","31_ZHRF_pL",1.3813106329298,7,"ZH","R","F","B.lapidarius","L","ZH_R"
"1250","31_ZHUA_lB",0.523275758600125,5,"ZH","U","A","B.pascuorum","B","ZH_U"
"1251","31_ZHUA_pB",0.45255162200985,4,"ZH","U","A","B.lapidarius","B","ZH_U"
"1252","31_ZHUB_lB",1.00541448525986,5,"ZH","U","B","B.pascuorum","B","ZH_U"
"1253","31_ZHUB_lL",1.05709717410918,4,"ZH","U","B","B.pascuorum","L","ZH_U"
"1254","31_ZHUB_pB",1.18229802599026,5,"ZH","U","B","B.lapidarius","B","ZH_U"
"1255","31_ZHUB_pL",0.883958160845925,4,"ZH","U","B","B.lapidarius","L","ZH_U"
"1256","31_ZHUC_lB",2.19418729874936,11,"ZH","U","C","B.pascuorum","B","ZH_U"
"1257","31_ZHUC_pB",0.850592357416862,3,"ZH","U","C","B.lapidarius","B","ZH_U"
"1258","31_ZHUC_pL",0.0816623331713849,2,"ZH","U","C","B.lapidarius","L","ZH_U"
"1259","32_BERD_pB",0,1,"BE","R","D","B.lapidarius","B","BE_R"
"1260","32_BERD_pL",0.0853161477938811,2,"BE","R","D","B.lapidarius","L","BE_R"
"1261","32_BEUA_pB",0.271335868402569,4,"BE","U","A","B.lapidarius","B","BE_U"
"1262","32_BEUB_pB",0.701399297603545,4,"BE","U","B","B.lapidarius","B","BE_U"
"1263","32_BSRD_lB",0.0673547520512045,2,"BS","R","D","B.pascuorum","B","BS_R"
"1264","32_BSRD_lL",0,1,"BS","R","D","B.pascuorum","L","BS_R"
"1265","32_BSRD_pB",0,1,"BS","R","D","B.lapidarius","B","BS_R"
"1266","32_BSRE_lB",0,1,"BS","R","E","B.pascuorum","B","BS_R"
"1267","32_BSRE_pB",0.751321994167526,4,"BS","R","E","B.lapidarius","B","BS_R"
"1268","32_BSRF_lB",0.0720529835118549,2,"BS","R","F","B.pascuorum","B","BS_R"
"1269","32_BSRF_pB",0.416320931127915,6,"BS","R","F","B.lapidarius","B","BS_R"
"1270","32_BSRF_pL",0.165236823782434,3,"BS","R","F","B.lapidarius","L","BS_R"
"1271","32_BSUA_lB",1.60583846214662,9,"BS","U","A","B.pascuorum","B","BS_U"
"1272","32_BSUA_lL",1.18867891590515,4,"BS","U","A","B.pascuorum","L","BS_U"
"1273","32_BSUA_pB",0,1,"BS","U","A","B.lapidarius","B","BS_U"
"1274","32_BSUB_lB",0,1,"BS","U","B","B.pascuorum","B","BS_U"
"1275","32_BSUB_lL",0,1,"BS","U","B","B.pascuorum","L","BS_U"
"1276","32_BSUB_pB",0.0622879420299007,2,"BS","U","B","B.lapidarius","B","BS_U"
"1277","32_BSUB_pL",0.55477364226607,2,"BS","U","B","B.lapidarius","L","BS_U"
"1278","32_BSUC_lB",1.39758506310545,6,"BS","U","C","B.pascuorum","B","BS_U"
"1279","32_BSUC_pB",0.154194829054912,3,"BS","U","C","B.lapidarius","B","BS_U"
"1280","32_BSUC_pL",0.0630884207081918,2,"BS","U","C","B.lapidarius","L","BS_U"
"1281","32_ZHRD_lB",0.0630742270550542,2,"ZH","R","D","B.pascuorum","B","ZH_R"
"1282","32_ZHRD_lL",0,1,"ZH","R","D","B.pascuorum","L","ZH_R"
"1283","32_ZHRD_pB",0.0586926670254993,2,"ZH","R","D","B.lapidarius","B","ZH_R"
"1284","32_ZHRE_lB",0.501027604479889,5,"ZH","R","E","B.pascuorum","B","ZH_R"
"1285","32_ZHRE_pB",0.162003492214539,2,"ZH","R","E","B.lapidarius","B","ZH_R"
"1286","32_ZHRE_pL",0.0607196261327358,2,"ZH","R","E","B.lapidarius","L","ZH_R"
"1287","32_ZHRF_lB",0,1,"ZH","R","F","B.pascuorum","B","ZH_R"
"1288","32_ZHRF_pB",0,1,"ZH","R","F","B.lapidarius","B","ZH_R"
"1289","32_ZHUA_lB",0.996208454813823,5,"ZH","U","A","B.pascuorum","B","ZH_U"
"1290","32_ZHUA_pB",1.78616521478079,9,"ZH","U","A","B.lapidarius","B","ZH_U"
"1291","32_ZHUB_lB",0.177466396445756,3,"ZH","U","B","B.pascuorum","B","ZH_U"
"1292","32_ZHUB_lL",0.382029447233042,4,"ZH","U","B","B.pascuorum","L","ZH_U"
"1293","32_ZHUB_pB",1.15729194522106,4,"ZH","U","B","B.lapidarius","B","ZH_U"
"1294","32_ZHUB_pL",1.24683343508435,4,"ZH","U","B","B.lapidarius","L","ZH_U"
"1295","32_ZHUC_lB",0.832475222317683,7,"ZH","U","C","B.pascuorum","B","ZH_U"
"1296","32_ZHUC_lL",0.790291003610729,5,"ZH","U","C","B.pascuorum","L","ZH_U"
"1297","32_ZHUC_pB",0.755369818113298,3,"ZH","U","C","B.lapidarius","B","ZH_U"
"1298","33_BERD_pB",0,1,"BE","R","D","B.lapidarius","B","BE_R"
"1299","33_BEUA_pB",0.0782959063836005,2,"BE","U","A","B.lapidarius","B","BE_U"
"1300","33_BEUB_pB",2.07991952005523,12,"BE","U","B","B.lapidarius","B","BE_U"
"1301","33_BSRD_lB",0.261224210591852,2,"BS","R","D","B.pascuorum","B","BS_R"
"1302","33_BSRD_lL",0.264156244183328,4,"BS","R","D","B.pascuorum","L","BS_R"
"1303","33_BSRD_pB",0.069181197230387,2,"BS","R","D","B.lapidarius","B","BS_R"
"1304","33_BSRD_pL",0,1,"BS","R","D","B.lapidarius","L","BS_R"
"1305","33_BSRE_lB",0,1,"BS","R","E","B.pascuorum","B","BS_R"
"1306","33_BSRE_pB",0.0677854603134793,2,"BS","R","E","B.lapidarius","B","BS_R"
"1307","33_BSRF_lB",0.483158249630223,4,"BS","R","F","B.pascuorum","B","BS_R"
"1308","33_BSRF_lL",1.01561018419784,5,"BS","R","F","B.pascuorum","L","BS_R"
"1309","33_BSRF_pB",0.375079931468592,4,"BS","R","F","B.lapidarius","B","BS_R"
"1310","33_BSRF_pL",0.0693440952838957,2,"BS","R","F","B.lapidarius","L","BS_R"
"1311","33_BSUA_pB",0.11609852133658,2,"BS","U","A","B.lapidarius","B","BS_U"
"1312","33_BSUB_lB",0,1,"BS","U","B","B.pascuorum","B","BS_U"
"1313","33_BSUB_pB",0.123408205470468,2,"BS","U","B","B.lapidarius","B","BS_U"
"1314","33_BSUB_pL",0.45059544244341,3,"BS","U","B","B.lapidarius","L","BS_U"
"1315","33_BSUC_lB",2.04878510164755,10,"BS","U","C","B.pascuorum","B","BS_U"
"1316","33_BSUC_pB",0.179799760071181,3,"BS","U","C","B.lapidarius","B","BS_U"
"1317","33_ZHRD_lB",0,1,"ZH","R","D","B.pascuorum","B","ZH_R"
"1318","33_ZHRD_pB",1.7876580569069,8,"ZH","R","D","B.lapidarius","B","ZH_R"
"1319","33_ZHRE_lB",0.380546725939905,4,"ZH","R","E","B.pascuorum","B","ZH_R"
"1320","33_ZHRE_pB",0,1,"ZH","R","E","B.lapidarius","B","ZH_R"
"1321","33_ZHRF_lB",0.0567001334027065,2,"ZH","R","F","B.pascuorum","B","ZH_R"
"1322","33_ZHRF_pB",1.27897800673446,7,"ZH","R","F","B.lapidarius","B","ZH_R"
