"","sp_richn","fdis","fmpd","fori","fspe","fide_PC1","fide_PC2","fide_PC3","fide_PC4"
"17_ZHUA_l",9,0.388543377180909,0.420927206046716,0.18868779519965,0.357474133528769,-0.0541463446079338,0.0630311425061049,-0.0285698442621269,0.0245526106146588
"17_ZHUB_l",3,0.146645543049213,0.183714420072683,0.00299754972328237,0.377561326782746,-0.145117614830675,0.0933875080808116,-0.027698891506735,0.000986707401589453
"17_ZHUC_l",5,0.434277459624068,0.504018460118111,0.245644670198491,0.393628459929361,-0.0275369254506349,0.0965929734869199,-0.0299236539578746,0.0275086228582097
"18_BEUB_l",7,0.328442830220559,0.368318893969265,0.0713421333502052,0.282670166652485,-0.0540291393355269,0.0360670381773867,-0.020993975611419,0.00650539188566374
"18_BEUC_l",6,0.41442979143327,0.467514650429432,0.204940288710097,0.38713077832722,-0.0514615288535407,0.093588604608187,-0.0327331920350266,0.021695885264956
"18_BSRD_l",2,0.141917379306796,0.214790988200454,0.105020238973067,0.403948779991782,-0.158587308976566,0.091021838307861,-0.0277831679599872,0.023167591057384
"18_BSRE_l",2,0.141917379306796,0.214790988200454,0.105020238973067,0.403948779991782,-0.158587308976566,0.091021838307861,-0.0277831679599872,0.023167591057384
"18_BSRF_l",2,0.141917379306796,0.214790988200454,0.105020238973067,0.403948779991782,-0.158587308976566,0.091021838307861,-0.0277831679599872,0.023167591057384
"18_BSUA_l",4,0.302890513187255,0.353834939353815,0.0130006552130664,0.230111339106968,-0.0636900544586889,0.0289786886107075,-0.0115292908588839,-0.000757338357878933
"18_BSUB_l",6,0.38488961393378,0.434529240671102,0.203125968431682,0.427272476744861,-0.0796569269507795,0.0889521176757582,-0.0425405427713546,0.0235236839230748
"18_BSUC_l",7,0.406792173089404,0.452759987600245,0.186845177226579,0.35233232809172,-0.0382363174881694,0.0844659670831079,-0.0264198542333885,0.0123193202984428
"18_ZHRD_l",1,0,NA,0.000277316525893153,0.463282455335456,-0.167045085081096,0.140663185670043,-0.0230162850976986,0.00874903793146375
"18_ZHRE_l",4,0.24463736069528,0.301196537291546,0.0572121775465824,0.288612604607435,-0.10511862240082,0.0383197624581697,-0.0237991905770033,0.00804426140535333
"18_ZHRF_l",4,0.3173149377812,0.372716766621469,0.0712487445115921,0.368589745779969,-0.10664503320032,0.0532337162252647,-0.0180256146752228,-0.00112982878265835
"18_ZHUA_l",11,0.401155840163494,0.436351706642872,0.154843444145144,0.361080293205942,-0.053206354986119,0.0568639923609641,-0.0175252058682338,0.0038858063032998
"18_ZHUB_l",6,0.332536635482668,0.386939630215317,0.146682166819558,0.361459148710682,-0.129036528008733,0.0316335602125809,0.0018393598796314,0.026247628261075
"18_ZHUC_l",9,0.4335148141374,0.499907412485235,0.146194913781532,0.345415717787344,-0.0234733224930075,0.0445182984098968,0.00747243639142249,0.0225485731686389
"19_BEUB_l",6,0.287955313325428,0.342186759640122,0.103003360900136,0.341079646828243,-0.103658474687387,0.0349619934866795,-0.0319630580845361,0.00947125126565127
"19_BSRD_l",1,0,NA,0.000277316525893153,0.463282455335456,-0.167045085081096,0.140663185670043,-0.0230162850976986,0.00874903793146375
"19_BSRE_l",3,0.362933490980697,0.46812192940199,0.0922651169835921,0.351952132121762,-0.0896226837602404,0.0320342267213821,-0.0150033438618678,-0.00564813971582089
"19_BSRF_l",5,0.414171275381451,0.467346375864378,0.243751162118018,0.449616472294401,-0.067416056536303,0.110192229573195,-0.0415543552286833,0.0289548347313814
"19_BSUA_l",4,0.318289478731327,0.340421061180801,0.0112556275632932,0.256305261732108,-0.0678567536953646,0.0621228104271323,-0.00710587730932971,0.00224116553461296
"19_BSUB_l",3,0.146645543049213,0.183714420072683,0.00299754972328237,0.377561326782746,-0.145117614830675,0.0933875080808116,-0.027698891506735,0.000986707401589453
"19_BSUC_l",6,0.233069613214949,0.272237844720131,0.0495050531525933,0.322732201778705,-0.114204784280528,0.0556707858848869,-0.0252763388751253,-0.00117097887183694
