"","sp_richn","fdis","fmpd","fori","fspe","fide_PC1","fide_PC2","fide_PC3","fide_PC4"
"28_ZHRD_p",5,0.23661915000965,0.224119391987873,0.00211101797989395,0.322168260863001,-0.110438820924125,0.0855423372879142,-0.00778816782329387,-0.00632769223532132
"28_ZHRE_p",1,0,NA,0.000177047047776814,0.404840688627453,-0.157834987307544,0.121568543584822,-0.00560102849698033,-0.00214512042707813
"28_ZHRF_p",1,0,NA,0.000177047047776814,0.404840688627453,-0.157834987307544,0.121568543584822,-0.00560102849698033,-0.00214512042707813
"28_ZHUA_p",6,0.263309814635655,0.265398468121264,0.0195481179333136,0.283543361357479,-0.0866525580765875,0.0433760066697399,-0.0134470199196179,-0.000340681477646811
"28_ZHUB_p",4,0.245282704308154,0.227080361473926,0.0102224084563969,0.331420917463907,-0.106063433172851,0.0976317818490318,-0.000631799270644933,-0.00951063145218319
"28_ZHUC_p",3,0.36445615112094,0.365532804346644,0.0029527190897221,0.368858842447227,-0.0643553947592407,0.114939048853203,-0.00455076557171354,0.00296864111454026
"29_BERD_p",2,0.316907680125968,0.40542791642626,0.00129239023175648,0.339272292010681,-0.131125411146277,0.0247853422300512,-0.0084750687006615,0.0209683666162128
"29_BEUA_p",2,0.153630107267541,0.196542836276684,0.000899122131946477,0.345138454862058,-0.144584277985764,0.0763659690273711,-0.0222236883957334,-0.00329465343254617
"29_BEUB_p",13,0.403433783301492,0.363978076140067,0.0156528271421133,0.287196597581569,-0.0388046840327338,0.0267801616070608,-0.016674877189526,0.00445003651196843
"29_BSRD_p",1,0,NA,0.000177047047776814,0.404840688627453,-0.157834987307544,0.121568543584822,-0.00560102849698033,-0.00214512042707813
"29_BSRE_p",2,0.153630107267541,0.196542836276684,0.000899122131946477,0.345138454862058,-0.144584277985764,0.0763659690273711,-0.0222236883957334,-0.00329465343254617
"29_BSRF_p",6,0.276677549570314,0.262602196340498,0.0128297538654028,0.309738588159391,-0.113565710733792,0.0550122520149659,-0.0100594616881788,-0.00271595578668253
"29_BSUA_p",3,0.403065538595971,0.403239479647229,0.049291963320674,0.342740372969846,-0.0627293500316003,0.0737694566883624,-0.0226108880110993,-0.00892048657753399
"29_BSUB_p",4,0.370713828842648,0.371060020901887,0.0382969199632776,0.341898977398046,-0.0777979058655324,0.071514448126886,-0.0209016058717857,-0.00624775034115933
"29_BSUC_p",12,0.512857645646322,0.490958134349721,0.121131064570582,0.35219220275981,0.00417688691329442,0.0597684872122281,0.0196228324367654,-0.00200996659239129
"29_ZHRD_p",2,0.0401693831062911,0.0513896958585489,0.00176055143845978,0.382887198916292,-0.152487719819002,0.11020268648834,-0.00908057494977447,-0.00125590166004332
"29_ZHRE_p",2,0.316907680125968,0.40542791642626,0.00129239023175648,0.339272292010681,-0.131125411146277,0.0247853422300512,-0.0084750687006615,0.0209683666162128
"29_ZHRF_p",1,0,NA,0.000177047047776814,0.404840688627453,-0.157834987307544,0.121568543584822,-0.00560102849698033,-0.00214512042707813
"29_ZHUA_p",3,0.162039534299935,0.177934674476788,0.00280953534172042,0.297749219699673,-0.129086077543716,0.0569043711328721,-0.0158227019453259,-0.000318376052362458
"29_ZHUC_p",1,0,NA,0.000177047047776814,0.404840688627453,-0.157834987307544,0.121568543584822,-0.00560102849698033,-0.00214512042707813
"30_BERD_p",1,0,NA,0.000177047047776814,0.404840688627453,-0.157834987307544,0.121568543584822,-0.00560102849698033,-0.00214512042707813
"30_BEUA_pB_E",2,0.153630107267541,0.196542836276684,0.000899122131946477,0.345138454862058,-0.144584277985764,0.0763659690273711,-0.0222236883957334,-0.00329465343254617
"30_BEUA_pB_F",2,0.153630107267541,0.196542836276684,0.000899122131946477,0.345138454862058,-0.144584277985764,0.0763659690273711,-0.0222236883957334,-0.00329465343254617
"30_BEUB_p",5,0.164328806282351,0.162756370217001,0.00474200629712185,0.280755681172362,-0.125626960619572,0.0117857637225439,-0.0177519601998735,0.0029617845487603
"30_BSRD_p",2,0.153630107267541,0.196542836276684,0.000899122131946477,0.345138454862058,-0.144584277985764,0.0763659690273711,-0.0222236883957334,-0.00329465343254617
"30_BSRE_p",2,0.2677406311163,0.342527281677067,0.00116480817681071,0.343705464269735,-0.141937893254108,0.037273987403643,-0.0205248822533092,-0.000976020286591905
"30_BSUA_p",2,0.409584548045403,0.52399175005299,0.00862018254621415,0.276816473005605,-0.0530981806136828,0.0408717218877176,-0.000861333923656825,-0.0176457301216541
"30_BSUB_p",5,0.233803177194823,0.232294665073226,0.0244029601770814,0.290944380371231,-0.10585204137301,0.0612311916712038,-0.0138637933302763,-0.00528193457875493
"30_BSUC_p",3,0.136573129503002,0.131078757710864,0.000658430437223256,0.365056068733156,-0.14900172091213,0.0914456787550987,-0.0166970093009398,-0.0029156002963976
"30_ZHRD_p",3,0.119398148779516,0.131428926553985,0.0017141000310119,0.350403539643082,-0.145436336100662,0.0838562558155333,-0.0190024993980118,-0.00231866325270028
"30_ZHRE_p",4,0.229959200719939,0.242279088678905,0.00158963674636843,0.31163776125751,-0.129906297539302,0.00842837753812168,-0.0228113054263619,0.0094214066620764
"30_ZHRF_p",2,0.533728365285584,0.682812038475417,0.065884499767318,0.375371541913555,-0.0428489779498844,0.00362310805878745,0.0477445919081577,0.0102082799845343
"30_ZHUA_p",7,0.351501649094379,0.317988814501615,0.0200752753409853,0.250744658638051,-0.0465223809954291,0.0329037802065523,-0.00887959902841571,-0.00952500725047371
"30_ZHUB_p",1,0,NA,0.000177047047776814,0.404840688627453,-0.157834987307544,0.121568543584822,-0.00560102849698033,-0.00214512042707813
"30_ZHUC_p",3,0.36445615112094,0.365532804346644,0.0029527190897221,0.368858842447227,-0.0643553947592407,0.114939048853203,-0.00455076557171354,0.00296864111454026
"31_BERD_p",1,0,NA,0.000177047047776814,0.404840688627453,-0.157834987307544,0.121568543584822,-0.00560102849698033,-0.00214512042707813
"31_BEUA_p",3,0.119398148779516,0.131428926553985,0.0017141000310119,0.350403539643082,-0.145436336100662,0.0838562558155333,-0.0190024993980118,-0.00231866325270028
"31_BEUB_p",8,0.447719273220114,0.422561893695553,0.0603244617359523,0.311073901139482,-0.0367273507221575,0.0319678781587909,-0.0240222236787026,0.00646849472987319
"31_BSRD_p",2,0.153630107267541,0.196542836276684,0.000899122131946477,0.345138454862058,-0.144584277985764,0.0763659690273711,-0.0222236883957334,-0.00329465343254617
"31_BSRE_p",2,0.268330230371889,0.343281570742024,8.85235238885574e-05,0.343500932084893,-0.141786415875477,0.0370818027894948,-0.020411413217181,-0.00119854421734201
"31_BSRF_p",5,0.159161159953893,0.147125856338357,0.0261455676160829,0.349141430314555,-0.146096743056839,0.0725933889729341,-0.022828837043411,-0.00676125520372923
"31_BSUA_p",3,0.144275507189603,0.155062707742922,0.00205314678951805,0.323821926679347,-0.134583960442145,0.0803312484760833,-0.00694731379270236,0.00189966159342294
"31_BSUB_p",2,0.0401693831062911,0.0513896958585489,0.00176055143845978,0.382887198916292,-0.152487719819002,0.11020268648834,-0.00908057494977447,-0.00125590166004332
"31_BSUC_p",5,0.239895885230349,0.238317531916853,0.00260327606866551,0.282328278009022,-0.0986267879088382,0.0653389921361176,-0.007195595896735,-0.00425403581043014
"31_ZHRD_p",4,0.106219424264776,0.107068866784956,0.00132983678520313,0.364025478851149,-0.148536403766713,0.0932934664142884,-0.015662787326347,-0.00227837094555033
"31_ZHRE_p",1,0,NA,0.000177047047776814,0.404840688627453,-0.157834987307544,0.121568543584822,-0.00560102849698033,-0.00214512042707813
"31_ZHRF_p",6,0.398333658991685,0.364451299505854,0.0469747569520735,0.319913457825151,-0.0691739440749022,0.0608585582681797,-0.0118790796855397,-0.00722677370922924
"31_ZHUA_p",4,0.317798901073306,0.342719615647597,0.0317044248313045,0.261404446506614,-0.0589674943867912,0.0236820552222453,-0.0118568012908418,-0.00069248238299883
