gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue,,,,
3956751070	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10354934029	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia pratensis		SPECIES	Salvia pratensis L.	Salvia pratensis L.	L.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.566598	7.583339	12.0		296.65	0.0			2021-05-16T08:56:00.924	16	5	2021	2927007	2927007	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:49:00.704Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3956734703	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10580731231	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla recta		SPECIES	Potentilla recta L.	Potentilla recta L.	L.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.560715	7.584997	16.0		322.24	0.0			2022-05-10T09:16:55.184	10	5	2022	5367294	5367294	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:50:47.912Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3956691419	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10308163663	Plantae	Tracheophyta	Magnoliopsida	Buxales	Buxaceae	Pachysandra	Pachysandra terminalis		SPECIES	Pachysandra terminalis Siebold & Zucc.	Pachysandra terminalis Siebold & Zucc.	Siebold & Zucc.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.570968	7.589323	13.0		320.0	0.0			2021-03-12T10:29:48.389	12	3	2021	2984676	2984676	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:48:59.642Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3956635660	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10613462434	Plantae	Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Corylus	Corylus avellana		SPECIES	Corylus avellana L.	Corylus avellana L.	L.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.56557	7.576793	10.0		266.25	0.0			2022-06-06T11:08:03.044	6	6	2022	2875979	2875979	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:49:29.829Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3956554735	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10093556079	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Eupatorium	Eupatorium cannabinum		SPECIES	Eupatorium cannabinum L.	Eupatorium cannabinum L.	L.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.55833	7.58099	65.0		271.77	0.0			2019-07-10T07:34:01.478	10	7	2019	5402943	5402943	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:49:43.694Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3956543479	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10083193651	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Aruncus	Aruncus dioicus		SPECIES	Aruncus dioicus (Walter) Fernald	Aruncus dioicus (Walter) Fernald	(Walter) Fernald	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.559479	7.581974	3617.0		277.95	0.0			2019-06-05T14:20:24.739	5	6	2019	5362136	5362136	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:48:32.865Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3956516593	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10452855764	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Carlina	Carlina acaulis		SPECIES	Carlina acaulis L.	Carlina acaulis L.	L.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.559012	7.581992							2021-08-14T15:30:55.799	14	8	2021	3105433	3105433	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:49:13.294Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3956502285	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10649113391	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Vitex	Vitex agnus-castus		SPECIES	Vitex agnus-castus L.	Vitex agnus-castus L.	L.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.560789	7.583773	13.0		335.0	0.0			2022-07-14T08:18:04.691	14	7	2022	2925562	2925562	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:50:56.949Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3956501638	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10647348562	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Hypericaceae	Hypericum	Hypericum androsaemum		SPECIES	Hypericum androsaemum L.	Hypericum androsaemum L.	L.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.561802	7.590355			310.53	0.0			2022-07-11T18:49:40.069	11	7	2022	3189525	3189525	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:50:44.182Z		COUNTRY_DERIVED_FROM_COORDINATES,,,,
3956442745	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10129127177	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Eranthis	Eranthis hyemalis		SPECIES	Eranthis hyemalis (L.) Salisb.	Eranthis hyemalis (L.) Salisb.	(L.) Salisb.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.558273	7.581223	1000.0		261.54	0.0			2020-01-27T11:25:55.261	27	1	2020	3033227	3033227	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:48:38.868Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3956387328	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10216573835	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Plumbaginaceae	Ceratostigma	Ceratostigma plumbaginoides		SPECIES	Ceratostigma plumbaginoides Bunge	Ceratostigma plumbaginoides Bunge	Bunge	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.559414	7.580016	24.0		424.34	0.0			2020-07-14T08:52:55.342	14	7	2020	3082279	3082279	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:48:47.358Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3956329677	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10075571571	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Cymbalaria	Cymbalaria muralis		SPECIES	Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.	Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.	P.Gaertn.,B.Mey. & Scherb.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.561867	7.586731			340.84	0.0			2019-05-14T09:04:42.299	14	5	2019	8200663	8200663	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:48:30.128Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,
3956306762	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10100294574	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla aurea		SPECIES	Potentilla aurea L.	Potentilla aurea L.	L.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.56099	7.580278	4237.0		289.02	0.0			2019-08-05T07:10:02.443	5	8	2019	5365496	5365496	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:49:50.973Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3956240955	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10378078892	Plantae	Tracheophyta	Magnoliopsida	Geraniales	Geraniaceae	Geranium	Geranium sanguineum		SPECIES	Geranium sanguineum L.	Geranium sanguineum L.	L.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.558147	7.583356			341.0	0.0			2021-06-04T18:13:00.278	4	6	2021	2890920	2890920	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:49:07.704Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3956237059	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10102127754	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Hypericaceae	Hypericum	Hypericum androsaemum		SPECIES	Hypericum androsaemum L.	Hypericum androsaemum L.	L.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.56206	7.582743	65.0		261.97	0.0			2019-08-12T10:40:58.814	12	8	2019	3189525	3189525	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:49:51.744Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3956217057	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10556983030	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Chelidonium	Chelidonium majus		SPECIES	Chelidonium majus L.	Chelidonium majus L.	L.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.559014	7.581318			292.0	0.0			2022-04-17T19:08:47.056	17	4	2022	5334186	5334186	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:49:26.284Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3956168841	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10244372745	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Chelidonium	Chelidonium majus		SPECIES	Chelidonium majus L.	Chelidonium majus L.	L.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.570465	7.590841	1414.0		374.15	0.0			2020-08-27T09:24:26.708	27	8	2020	5334186	5334186	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:48:54.664Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3956122863	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10060304921	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Eranthis	Eranthis hyemalis		SPECIES	Eranthis hyemalis (L.) Salisb.	Eranthis hyemalis (L.) Salisb.	(L.) Salisb.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.559707	7.58564							2019-01-15T15:03:57.718	15	1	2019	3033227	3033227	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:48:24.203Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3956067713	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10115069735	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Glechoma	Glechoma hederacea		SPECIES	Glechoma hederacea L.	Glechoma hederacea L.	L.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.5621	7.582065	65.0		264.23	0.0			2019-10-07T12:21:18.216	7	10	2019	2926557	2926557	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:48:34.779Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3956032407	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10628345292	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Simaroubaceae	Ailanthus	Ailanthus altissima		SPECIES	Ailanthus altissima (Mill.) Swingle	Ailanthus altissima (Mill.) Swingle	(Mill.) Swingle	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.567383	7.587745	20.0		252.65	0.0			2022-06-20T14:58:08.767	20	6	2022	3190653	3190653	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:49:36.734Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3955944814	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10439609144	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Berberidaceae	Epimedium	Epimedium alpinum		SPECIES	Epimedium alpinum L.	Epimedium alpinum L.	L.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.562431	7.590304	13.0		326.0	0.0			2021-07-29T08:29:56.775	29	7	2021	7695021	7695021	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:50:36.856Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3955943875	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10319027969	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Adoxaceae	Viburnum	Viburnum rhytidophyllum		SPECIES	Viburnum rhytidophyllum Hemsl. ex Forbes & Hemsl.	Viburnum rhytidophyllum Hemsl.	Hemsl.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.559293	7.579372			318.0	0.0			2021-04-04T09:29:28.957	4	4	2021	2888625	2888625	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:50:13.403Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3955873101	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10087925173	Plantae	Tracheophyta	Liliopsida	Asparagales	Asphodelaceae	Hemerocallis	Hemerocallis lilioasphodelus		SPECIES	Hemerocallis lilioasphodelus L.	Hemerocallis lilioasphodelus L.	L.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.561316	7.583222			312.0	0.0			2019-06-19T12:48:13.737	19	6	2019	2781103	2781103	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:49:57.261Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3955866339	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10535727895	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus lusitanica		SPECIES	Prunus lusitanica L.	Prunus lusitanica L.	L.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.565556	7.579444	11.0		325.0	0.0			2022-03-11T14:15:29.482	11	3	2022	3020871	3020871	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:50:42.176Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3955847186	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10370327806	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer campestre		SPECIES	Acer campestre L.	Acer campestre L.	L.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.568119	7.580884	21.0						2021-05-29T16:23:25.442	29	5	2021	3189863	3189863	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:50:12.577Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3955845478	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10032250202	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Mirabilis	Mirabilis jalapa		SPECIES	Mirabilis jalapa L.	Mirabilis jalapa L.	L.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.558943	7.590336	14.0						2018-06-12T05:45:55.184	12	6	2018	3086240	3086240	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:49:41.030Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3955829443	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10023215143	Plantae	Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Leucojum	Leucojum vernum		SPECIES	Leucojum vernum L.	Leucojum vernum L.	L.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.558818	7.581755	19.0						2018-02-09T11:08:33.502	9	2	2018	2860409	2860409	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:49:33.201Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3955802084	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10638664239	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Plumbaginaceae	Ceratostigma	Ceratostigma plumbaginoides		SPECIES	Ceratostigma plumbaginoides Bunge	Ceratostigma plumbaginoides Bunge	Bunge	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.561522	7.583009	35.0		267.32	0.0			2022-07-02T09:53:12.504	2	7	2022	3082279	3082279	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:50:54.688Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3955795139	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10641708292	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene	Silene vulgaris		SPECIES	Silene vulgaris (Moench) Garcke	Silene vulgaris (Moench) Garcke	(Moench) Garcke	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.568399	7.582157	47.0		255.31	0.0			2022-07-05T12:04:19.687	5	7	2022	9172281	9172281	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:50:53.767Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3955770240	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10025878840	Plantae	Tracheophyta	Magnoliopsida	Aquifoliales	Aquifoliaceae	Ilex	Ilex aquifolium		SPECIES	Ilex aquifolium L.	Ilex aquifolium L.	L.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.568007	7.577785							2018-04-26T20:09:16.177	26	4	2018	5414222	5414222	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:48:21.979Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3955768696	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10068999237	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bellis	Bellis perennis		SPECIES	Bellis perennis L.	Bellis perennis L.	L.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.558887	7.581838							2019-04-21T14:13:22.157	21	4	2019	3117424	3117424	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:48:29.391Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3955760955	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10569344822	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Grossulariaceae	Ribes	Ribes rubrum		SPECIES	Ribes rubrum L.	Ribes rubrum L.	L.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.566553	7.588392	100.0		293.0	0.0			2022-04-30T17:39:28.36	30	4	2022	2986097	2986097	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:50:32.795Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3955718331	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10305217033	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Vinca	Vinca minor		SPECIES	Vinca minor L.	Vinca minor L.	L.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.566389	7.595556			435.0	0.0			2021-03-03T16:34:51.439	3	3	2021	3169707	3169707	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:48:57.327Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3955689878	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10248036928	Plantae	Tracheophyta	Magnoliopsida	Geraniales	Geraniaceae	Geranium	Geranium macrorrhizum		SPECIES	Geranium macrorrhizum L.	Geranium macrorrhizum L.	L.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.558362	7.581648	16.0		273.58	0.0			2020-09-03T13:20:13.405	3	9	2020	2891079	2891079	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:50:09.074Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3955626956	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10298468038	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Jasminum	Jasminum nudiflorum		SPECIES	Jasminum nudiflorum Lindl.	Jasminum nudiflorum Lindl.	Lindl.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.559735	7.582088	65.0		277.39	0.0			2021-02-06T16:26:21.669	6	2	2021	3172266	3172266	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:50:12.294Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3955607827	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10526859927	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Eranthis	Eranthis hyemalis		SPECIES	Eranthis hyemalis (L.) Salisb.	Eranthis hyemalis (L.) Salisb.	(L.) Salisb.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.559945	7.581113	48.0		239.59	0.0			2022-02-11T06:27:59.426	11	2	2022	3033227	3033227	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:50:29.060Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3955569131	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10438311069	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Scabiosa	Scabiosa ochroleuca		SPECIES	Scabiosa ochroleuca L.	Scabiosa ochroleuca L.	L.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.570833	7.583056			308.0	0.0			2021-07-27T12:44:35.402	27	7	2021	2888806	2888806	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:49:07.137Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3955538644	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10626475568	Plantae	Tracheophyta	Magnoliopsida	Rosales	Cannabaceae	Humulus	Humulus lupulus		SPECIES	Humulus lupulus L.	Humulus lupulus L.	L.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.559226	7.582441	16.0		333.0	0.0			2022-06-18T18:19:48.097	18	6	2022	2984535	2984535	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:49:27.925Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3955431297	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10398842300	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tanacetum	Tanacetum macrophyllum		SPECIES	Tanacetum macrophyllum (Waldst. & Kit.) Sch.Bip.	Tanacetum macrophyllum (Waldst. & Kit.) Sch.Bip.	(Waldst. & Kit.) Sch.Bip.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.559013	7.5822	65.0		270.83	0.0			2021-06-20T13:50:21.314	20	6	2021	3118526	3118526	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:49:09.547Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3955427211	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10517390745	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Eranthis	Eranthis hyemalis		SPECIES	Eranthis hyemalis (L.) Salisb.	Eranthis hyemalis (L.) Salisb.	(L.) Salisb.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.558455	7.581334	10.0		262.69	0.0			2021-12-31T13:50:53.211	31	12	2021	3033227	3033227	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:50:27.110Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3955222342	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10605112581	Plantae	Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula rapunculus		SPECIES	Campanula rapunculus L.	Campanula rapunculus L.	L.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.566754	7.583317	12.0		289.45	0.0			2022-05-30T09:26:43.765	30	5	2022	5411920	5411920	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:50:49.673Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3955215676	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10358520093	Plantae	Tracheophyta	Magnoliopsida	Rosales	Elaeagnaceae	Elaeagnus	Elaeagnus angustifolia		SPECIES	Elaeagnus angustifolia L.	Elaeagnus angustifolia L.	L.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.564129	7.594301	65.0		252.2	0.0			2021-05-19T12:04:14.385	19	5	2021	3039269	3039269	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:50:08.819Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3955137074	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10575868305	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla mollis		SPECIES	Alchemilla mollis (Buser) Rothm.	Alchemilla mollis (Buser) Rothm.	(Buser) Rothm.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.561695	7.586248	65.0		259.04	0.0			2022-05-06T15:09:51.616	6	5	2022	3028528	3028528	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:50:50.204Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3955072272	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10326372080	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Berberidaceae	Epimedium	Epimedium alpinum		SPECIES	Epimedium alpinum L.	Epimedium alpinum L.	L.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.558883	7.582092	10.0		271.5	0.0			2021-04-16T09:16:03.096	16	4	2021	7695021	7695021	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:50:13.841Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
3955048070	14d5676a-2c54-4f94-9023-1e8dcd822aa0	q-10343200774	Plantae	Tracheophyta	Magnoliopsida	Geraniales	Geraniaceae	Geranium	Geranium sanguineum		SPECIES	Geranium sanguineum L.	Geranium sanguineum L.	L.	CH			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	47.558344	7.58219	65.0		260.74	0.0			2021-05-05T09:53:16.333	5	5	2021	2890920	2890920	HUMAN_OBSERVATION							CC_BY_4_0					2022-11-09T09:49:04.710Z		COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES,,,,
