"","","",".y.","group1","group2","n1","n2","statistic","p"
"1",4.87866108786611,4.03364485981308,value,B.lapidarius,B.pascuorum,478,535,c(W = 152144.5),1.4e-07
"2",2.16395691140459,2.13987924693199,value,B.lapidarius,B.pascuorum,363,333,c(W = 61631),0.653
"3",0.434163483275185,0.436662583490625,value,B.lapidarius,B.pascuorum,363,333,c(W = 59750),0.795
"4",0.73770520269497,0.807383495003132,value,B.lapidarius,B.pascuorum,363,333,c(W = 46969),3.7e-07
